,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,phone,website,amenity,building,drinking_water,fountain,internet_access,social_facility,source,wikipedia,geometry,osm_type,addr:housename,addr:place,operator,building:levels,parking,start_date
40,0.0,11.228947,2091252665,1626637606,43.791172,"{""brand"":""The Space Cinema"",""brand:wikidata"":""Q3989406"",""brand:wikipedia"":""it:The Space Cinema""}",5,,,,,,,The Space Cinema,,,,cinema,,,,,,,,POINT (11.228946685791016 43.79117202758789),node,,,,,,
41,0.0,11.315759,2125130476,1358950549,43.544914,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.31575870513916 43.54491424560547),node,,,,,,
42,0.0,11.279279,2178144886,1362043876,43.786453,,1,,,,,,,parco del ventaglio,,,,fountain,,,,,,,,POINT (11.279278755187988 43.78645324707031),node,,,,,,
43,0.0,11.20459,2209921717,1618234811,43.831554,"{""wikidata"":""Q3982299""}",2,,,,,,,Teatro della Limonaia,,,http://www.teatrodellalimonaia.it/,theatre,,,,,,,it:Teatro della Limonaia,POINT (11.20458984375 43.8315544128418),node,,,,,,
44,0.0,11.469926,2291574810,1647715573,43.619705,,2,,,,,,,,,,,fountain,,,,,,,,POINT (11.469925880432129 43.61970520019531),node,,,,,,
45,0.0,11.390261,2317660230,1369342380,43.806305,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.390260696411133 43.806304931640625),node,,,,,,
46,0.0,11.25272,2361643408,1484016980,43.770767,"{""name:it"":""YAB""}",2,Firenze,IT,1 R,,Via dei Sassetti,,YAB,,,,nightclub,,,,,,Comune di Firenze,,POINT (11.25271987915039 43.77076721191406),node,,,,,,
47,0.0,11.244775,2361701956,1478100760,43.76948,,2,Firenze,IT,17,,Borgo San Frediano,,NoF Club,Mo-Sa 19:30-02:30,,,nightclub,,,,,,Comune di Firenze,,POINT (11.24477481842041 43.76948165893555),node,,,,,,
48,0.0,11.270077,2364507502,1487706300,43.770554,,2,,,,,,,,,,,cinema,,,,,,local_knowledge,,POINT (11.270076751708984 43.77055358886719),node,,,,,,
49,0.0,11.260512,2426833312,1518968066,43.7766,"{""wikidata"":""Q3747461""}",5,,,,,,,Fontane dei mostri marini,,,,fountain,,,,,,,it:Fontane dei mostri marini,POINT (11.260512351989746 43.7765998840332),node,,,,,,
50,0.0,11.260824,2426833324,1518968066,43.776405,"{""wikidata"":""Q3747461""}",5,,,,,,,Fontane dei mostri marini,,,,fountain,,,,,,,it:Fontane dei mostri marini,POINT (11.260824203491211 43.776405334472656),node,,,,,,
51,0.0,11.267675,2750411037,1396033326,43.77435,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.267675399780273 43.774349212646484),node,,,,,,
52,0.0,11.182177,2831966478,1402468506,43.85769,"{""alt_name"":""Garage club""}",2,Calenzano,,27,,Via delle Cantine,,Asd Factory,,,,nightclub,,,,,,,,POINT (11.18217658996582 43.857688903808594),node,,,,,,
53,0.0,10.945839,2858268146,1628434407,43.719585,,5,,,,,,,Fontana delle Naiadi,,,,fountain,,yes,,,,,,POINT (10.945838928222656 43.71958541870117),node,,,,,,
54,0.0,11.141814,2951148267,1410374610,43.839935,,2,,,,,,,,,,,fountain,,,,,,,,POINT (11.141814231872559 43.839935302734375),node,,,,,,
55,0.0,11.25256,2953868598,1637767324,43.770992,"{""wheelchair"":""no"",""wikidata"":""Q37102232""}",4,,,,,,,Odeon Cinehall,,,http://www.odeonfirenze.com/,cinema,,,,,,,,POINT (11.252559661865234 43.770992279052734),node,,,,,,
56,0.0,11.547637,3067264759,1631569975,44.112247,"{""wikidata"":""Q106906515""}",2,,,,,,,,,,,fountain,,,,,,Bing,,POINT (11.547636985778809 44.112247467041016),node,,,,,,
57,0.0,11.288591,3089718408,1632487228,43.775097,,3,,,,,,,Cinema Fiorella Atelier,,,,cinema,,,,,,,,POINT (11.288591384887695 43.77509689331055),node,,,,,,
58,0.0,11.244541,3097076989,1489236914,43.76485,"{""wikidata"":""Q3982008""}",3,,,,,,,Teatro Goldoni,,,,theatre,,,,,,,it:Teatro Goldoni (Firenze),POINT (11.24454116821289 43.76485061645508),node,,,,,,
59,0.0,11.243725,3112688340,1489236916,43.770172,"{""wikidata"":""Q3982320""}",3,,,,,,,Teatro di Cestello,,,,theatre,,,,,,,it:Teatro di Cestello,POINT (11.243724822998047 43.770172119140625),node,,,,,,
60,0.0,11.266067,3114407759,1489236916,43.782345,"{""wikidata"":""Q3982029""}",3,,,,,,,Teatro Le Laudi,,,,theatre,,,,,,,it:Teatro Le Laudi,POINT (11.266066551208496 43.782344818115234),node,,,,,,
61,0.0,11.2169,3114658086,1489236916,43.77735,"{""wikidata"":""Q3982023""}",3,,,,,,,Teatro La Fiaba,,,,theatre,,,,,,,it:Teatro La Fiaba,POINT (11.216899871826172 43.77735137939453),node,,,,,,
62,0.0,11.26078,3120275179,1546865599,43.769993,"{""wheelchair"":""limited"",""wikidata"":""Q3982191""}",4,,,,,,,Teatro Verdi,,,,theatre,,,,,,,it:Teatro Verdi (Firenze),POINT (11.260780334472656 43.76999282836914),node,,,,,,
63,0.0,11.251048,3213287241,1489236919,43.765842,"{""wikidata"":""Q3076346""}",2,,,,,,,Fontana del Bacchino,,,,fountain,,,,,,,it:Fontana del Bacchino (Boboli),POINT (11.25104808807373 43.76584243774414),node,,,,,,
64,0.0,11.245639,3213287242,1498100465,43.761562,"{""wikidata"":""Q3747376""}",3,,,,,,,Fontana dell'Oceano,,,,fountain,,,,,,,it:Fontana dell'Oceano,POINT (11.245638847351074 43.76156234741211),node,,,,,,
65,0.0,10.969945,3429447058,1489236922,43.605988,"{""wikidata"":""Q3935247""}",3,,,,,,,Ridotto del Teatro del Popolo,,,,theatre,,,,,,,it:Ridotto del Teatro del Popolo,POINT (10.969944953918457 43.605987548828125),node,,,,,,
66,0.0,11.195047,3458479401,1429138413,43.798996,"{""alt_name"":""tnx""}",1,,,,,,,Tenax,,,,nightclub,,,,,,,,POINT (11.195047378540039 43.79899597167969),node,,,,,,
67,0.0,11.038523,3526059745,1431960486,43.54695,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.038522720336914 43.54695129394531),node,,,,,,
68,0.0,11.285857,3783835487,1489236929,43.78498,"{""wikidata"":""Q3981892""}",2,,,,,,,Teatro 13,,,,theatre,,,,,,,it:Teatro 13,POINT (11.285857200622559 43.78498077392578),node,,,,,,
69,0.0,11.241194,3867849957,1483370312,43.80201,"{""toilets:wheelchair"":""yes"",""wheelchair"":""yes""}",2,Firenze,,36,,Via delle Panche,,Teatro Nuovo Sentiero,,,,theatre,,,,,,,,POINT (11.241193771362305 43.80200958251953),node,,,,,,
70,0.0,11.222734,3914910411,1451322214,43.790802,,1,,,,,,,Cinema CineRigacci,,,,cinema,,,,,,,,POINT (11.222734451293945 43.790802001953125),node,,,,,,
71,0.0,11.2307,3914910412,1451322214,43.81381,,1,,,,,,,Cinema Castello,,,http://www.cinemacastello.it/,cinema,,,,,,,,POINT (11.23069953918457 43.81380844116211),node,,,,,,
72,0.0,11.249929,3914929936,1555363341,43.77252,"{""wikidata"":""Q37102557""}",3,,,,,,,Cinema Spazio Uno,,,https://www.cinemaspaziouno.it/,cinema,,,,,,,,POINT (11.249929428100586 43.772518157958984),node,,,,,,
73,0.0,11.208146,3914930975,1489236930,43.76986,"{""wikidata"":""Q3622140""}",3,,,,,,,Cinema Cinecittà,,,http://www.cinecittafirenze.it/,cinema,,,,,,,it:Arena Cinecittà Teatro San Quirico,POINT (11.208146095275879 43.769859313964844),node,,,,,,
74,0.0,11.272138,3914932159,1588505527,43.783554,,2,,,,,,,Cinema Fiamma,,,,cinema,,,,,,,,POINT (11.272137641906738 43.78355407714844),node,,,,,,
75,0.0,11.245149,3914938240,1539344340,43.7736,"{""wikidata"":""Q37102393""}",2,,,,,,,Cinema Fulgor,,,,cinema,,,,,,,,POINT (11.245148658752441 43.77360153198242),node,,,,,,
76,0.0,11.285636,3914940631,1451322506,43.759697,,1,,,,,,,Cinema Marconi,,,,cinema,,,,,,,,POINT (11.285635948181152 43.75969696044922),node,,,,,,
77,0.0,11.288842,3914951454,1451322781,43.763474,,1,,,,,,,Cinema Officine Cinematografiche - Sala Signori,,,,cinema,,,,,,,,POINT (11.28884220123291 43.76347351074219),node,,,,,,
78,0.0,11.262702,3914951455,1451322781,43.782684,,1,,,,,,,Cinema Principe,,,,cinema,,,,,,,,POINT (11.262701988220215 43.782684326171875),node,,,,,,
79,0.0,11.265432,3914951456,1451322781,43.785385,,1,,,,,,,Cinema Stensen,,,http://www.stensen.org/,cinema,,,,,,,,POINT (11.265432357788086 43.78538513183594),node,,,,,,
80,0.0,11.263802,3914951685,1539344340,43.770905,"{""wikidata"":""Q37102530""}",2,,,,,,,Cinema Spazio Alfieri,,,http://www.spazioalfieri.it/,cinema,,,,,,,,POINT (11.263801574707031 43.770904541015625),node,,,,,,
81,0.0,11.278162,3914951757,1539344340,43.77462,"{""wikidata"":""Q37102485""}",2,,,,,,,Cinema Portico,,,,cinema,,,,,,,,POINT (11.278162002563477 43.774620056152344),node,,,,,,
82,0.0,11.34096,3914962189,1451323209,43.76963,,1,,,,,,,Cinema Unione Girone,,,,cinema,,,,,,,,POINT (11.340959548950195 43.769630432128906),node,,,,,,
83,0.0,11.181624,3927889684,1543484745,43.75816,,2,,,,,,,,,,,fountain,,,,,,,,POINT (11.181624412536621 43.75815963745117),node,,,,,,
84,0.0,11.256102,3930950512,1638203996,43.7738,"{""wheelchair"":""no"",""wikidata"":""Q3982074""}",3,,,,,,,Teatro Niccolini,,,,theatre,,,,,,,it:Teatro Niccolini (Firenze),POINT (11.256101608276367 43.773799896240234),node,,,,,,
85,0.0,11.281485,4221223608,1464858806,43.90633,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.281484603881836 43.90633010864258),node,,,,,,
86,0.0,11.251872,4348217989,1522596230,43.762997,,4,,,,,,,Neptune,,,,fountain,,,,,,,,POINT (11.251872062683105 43.762996673583984),node,,,,,,
87,0.0,11.251912,4348249600,1510318738,43.764866,"{""artwork_type"":""sculpture"",""name:hu"":""Gan\u00FCm\u00E9d\u00E9sz-k\u00FAt"",""tourism"":""artwork"",""wheelchair"":""limited""}",5,,,,,,,Fontana di Ganimede,,,,fountain,,,,,,,,POINT (11.251912117004395 43.76486587524414),node,,,,,,
88,0.0,11.256088,4369471393,1472760384,43.77062,,2,,,13R,,Via dei Cimatori,,Club 21,,+39 328 9552515,,nightclub,,,,,,,,POINT (11.256088256835938 43.7706184387207),node,,,,,,
89,0.0,11.246305,4434723259,1475775299,43.773666,,1,,,,,,,Space Club,,,,nightclub,,,,,,,,POINT (11.246305465698242 43.77366638183594),node,,,,,,
90,0.0,11.256871,4460556722,1553369452,43.77583,"{""alt_name"":""Casa del Cinema""}",3,Firenze,,50R,50121,Via Cavour,,Cinema Teatro La Compagnia,,,https://www.cinemalacompagnia.it/,cinema,,,,,,,,POINT (11.256871223449707 43.77582931518555),node,,,,,,
91,0.0,11.2453165,4478233989,1478145846,43.778717,,1,,,4,50123,Via Luigi Alamanni,,Tender Club,Fr-Sa 21:30-03:30,,,nightclub,,,,,,,,POINT (11.245316505432129 43.778717041015625),node,,,,,,
92,0.0,11.286523,4478246289,1478147305,43.777397,,1,,,20,50137,Viale Manfredo Fanti,,Glue Alternative Concept Space,,,,nightclub,,,,,,,,POINT (11.28652286529541 43.77739715576172),node,,,,,,
93,0.0,11.260355,4486010620,1489236939,43.77003,"{""wikidata"":""Q3747371""}",2,,,,,,,Fontana dell'Agnellino,,,,fountain,,,,,,,it:Fontana dell'Agnellino,POINT (11.260354995727539 43.7700309753418),node,,,,,,
94,0.0,11.262663,4634644996,1485434505,43.772213,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.262662887573242 43.772212982177734),node,,,,,,
95,0.0,11.184987,4674944213,1486569004,43.75624,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.18498706817627 43.75624084472656),node,,,,,,
96,0.0,11.260808,4676674875,1486649473,43.788723,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.260807991027832 43.78872299194336),node,,,,,,
97,0.0,11.260656,4676674876,1486649473,43.78851,,1,,,,,,,Fontana del Serpente,,,,fountain,,,,,,,,POINT (11.260656356811523 43.788509368896484),node,,,,,,
98,0.0,11.250478,4678685059,1489236940,43.764652,"{""wikidata"":""Q3747348""}",3,,,,,,,Fontana del Carciofo,,,,fountain,,,,,,,it:Fontana del Carciofo (Firenze),POINT (11.25047779083252 43.764652252197266),node,,,,,,
99,0.0,11.264686,4836872392,1493991485,43.7786,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.26468563079834 43.77859878540039),node,,,,,,
100,0.0,11.265125,4836872542,1493991485,43.77913,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.265125274658203 43.77912902832031),node,,,,,,
101,0.0,11.250086,4895303688,1556216579,43.762093,,2,,,,,,,Fontana di Mostaccini,,,,fountain,,,,,,,,POINT (11.250085830688477 43.76209259033203),node,,,,,,
102,0.0,11.18515,4941417647,1498707095,43.895084,"{""amenity_1"":""bar"",""amenity_2"":""restaurant""}",1,,,,,,,Circolo ARCI Carraia,,,,social_centre,,,,,,,,POINT (11.185150146484375 43.895084381103516),node,,,,,,
103,0.0,11.252663,5065071765,1506288302,43.773735,"{""wikidata"":""Q3629507""}",2,,,,,,,Auditorium al Duomo,,,,theatre,,,,,,,it:Auditorium al Duomo,POINT (11.252662658691406 43.77373504638672),node,,,,,,
104,0.0,11.339678,5167393656,1507990567,43.8545,,2,,,,,,,Sorgente di Acquinvogliolo,,,,fountain,,,,,,,,POINT (11.339677810668945 43.85449981689453),node,,,,,,
105,0.0,11.321526,5286689622,1513378564,43.76748,"{""name:en"":""House of the people""}",1,,,70,,Via Sant'Andrea a Rovezzano,,Circolo Ricreativo Silvano Corti,,,,community_centre,,,,,,,,POINT (11.321525573730469 43.767478942871094),node,,,,,,
106,0.0,11.230659,5286690022,1513379150,43.813778,"{""name:en"":""House of the people""}",1,,,374,50141,Via Reginaldo Giuliani,,Circolo Ricreativo Culturale Sportivo Arci Castello,,,,community_centre,,,,,,,,POINT (11.230658531188965 43.813777923583984),node,,,,,,
107,0.0,11.225805,5286717721,1525178651,43.817417,"{""name:en"":""Sport association""}",2,Firenze,,518,50141,Via Reginaldo Giuliani,,Sede Atletica Castello,,,http://www.societaatleticacastello.it/,community_centre,,,,,,,,POINT (11.225805282592773 43.81741714477539),node,,,,,,
108,0.0,11.265535,5562094379,1524061075,43.78541,,1,Firenze,,25/G,50129,Viale Don Minzoni,,Fondazione Culturale Niels Stensen,,,http://www.stensen.org,community_centre,,,,,,,,POINT (11.265535354614258 43.7854118347168),node,,,,,,
109,0.0,11.276234,5603996627,1525769283,43.768204,,1,,,,,,,Sala Esse,,,,cinema,,,,,,,,POINT (11.276233673095703 43.76820373535156),node,,,,,,
110,0.0,11.238909,5751198921,1623840835,43.780495,,3,,,33,,Via delle Porte Nuove,,Circolo ARCI dei lavoratori di Porta a Prato,Mo-Sa 10:00-23:59,,,community_centre,,,,,,,,POINT (11.238908767700195 43.780494689941406),node,,,,,,
111,0.0,11.325892,5827135616,1534082195,43.694984,,1,,,,,,,,,,,fountain,,no,,,,,,POINT (11.325892448425293 43.694984436035156),node,,,,,,
112,0.0,11.471304,5871229758,1535725925,43.62126,,1,Figline Valdarno,,15,,Via Roma,,Cinema nuovo,,,,cinema,,,,,,,,POINT (11.471303939819336 43.62126159667969),node,,,,,,
113,0.0,11.22784,5901661723,1536751293,43.7953,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.227840423583984 43.7952995300293),node,,,,,,
114,0.0,11.121562,6086061485,1542992370,43.80747,,1,,,22,,Via Francesco Baracca,,Circolo ARCI Manetti,,,,community_centre,,,,,,,,POINT (11.121562004089355 43.80746841430664),node,,,,,,
115,0.0,11.252885,6136799451,1544778627,43.765625,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.252884864807129 43.765625),node,,,,,,
116,0.0,11.230501,6299862708,1551041909,43.777027,"{""name:ru"":""\u0444\u043E\u043D\u0442\u0430\u043D \u0441 \u0440\u044B\u0431\u043A\u0430\u043C\u0438""}",1,,,,,,,,,,,fountain,,,,,,,,POINT (11.230501174926758 43.77702713012695),node,,,,,,
117,0.0,11.24732,6319042838,1551814927,43.766575,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.247320175170898 43.76657485961914),node,,,,,,
118,0.0,11.523498,6326200104,1634663868,43.89121,,2,,,,,,,,,,,fountain,,,,,,,,POINT (11.523497581481934 43.89120864868164),node,,,,,,
119,0.0,11.523943,6326200121,1634663868,43.89124,,2,,,,,,,,,,,fountain,,,,,,,,POINT (11.523942947387695 43.891239166259766),node,,,,,,
120,0.0,11.225726,6336404930,1552511020,43.771797,,1,,,,,,,Teatro Cantiere Florida,,,https://www.teatroflorida.it,theatre,,,,,,,,POINT (11.225726127624512 43.77179718017578),node,,,,,,
121,0.0,11.297569,6340541440,1552680679,43.771366,,1,,,,,,,Teatro Sancat,,,,theatre,,,,,,,,POINT (11.297569274902344 43.771366119384766),node,,,,,,
122,0.0,11.259373,6391884349,1554754864,43.775326,,1,,,,,,,Pink Street Club,,,,nightclub,,,,,,,,POINT (11.25937271118164 43.775325775146484),node,,,,,,
123,0.0,11.259263,6391884371,1554754865,43.775238,,1,,,,,,,Be Bop,,,,nightclub,,,,,,,,POINT (11.259263038635254 43.775238037109375),node,,,,,,
124,0.0,11.4490185,6410133985,1597342865,43.782265,,2,,,1,,Via Francesco Petrarca,,Circolo Rinascita,,,,community_centre,,,,,,,,POINT (11.449018478393555 43.782264709472656),node,,,,,,
125,0.0,11.257685,6567317385,1561365256,43.768707,,1,,,,,,,The blob club,,,,nightclub,,,,,,,,POINT (11.257684707641602 43.768707275390625),node,,,,,,
126,0.0,11.198278,6685259122,1565033709,43.79124,,1,,,,,,,Il Manduca,,,,nightclub,,,,,,,,POINT (11.198278427124023 43.79124069213867),node,,,,,,
127,0.0,11.242018,6739806224,1566582107,43.811317,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.24201774597168 43.811317443847656),node,,,,,,
128,0.0,11.232665,6746267903,1566826659,43.815956,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.232665061950684 43.815956115722656),node,,,,,,
129,0.0,11.232848,6746267904,1566826659,43.816086,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.232848167419434 43.81608581542969),node,,,,,,
130,0.0,11.235827,6755436969,1567064894,43.829,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.235827445983887 43.82899856567383),node,,,,,,
131,0.0,11.182092,6776573336,1567762027,43.751698,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.18209171295166 43.7516975402832),node,,,,,,
132,0.0,11.500556,6791179860,1631182402,43.73211,"{""image"":""https://it.wikiloc.com/percorsi-escursionismo/santellero-saltino-la-via-del-trenino-a-cremagliera-anello-fontisterni-donnini-saltino-raggioli-pat-83334327/photo-53873491""}",2,,,,,,,,,,,fountain,,,,,,,,POINT (11.500555992126465 43.73210906982422),node,,,,,,
133,0.0,11.368371,6996475611,1574346346,44.007374,,1,,,,,,,,,,,fountain,,,,,,,,POINT (11.36837100982666 44.00737380981445),node,,,,,,
134,0.0,11.259089,7146864961,1579539582,43.79027,"{""internet_access:fee"":""no""}",1,Firenze,,25,50139,Via Trieste,direzione@accademiadeiponti.it,Accademia dei Ponti,,+39 055 2698988,https://accademiadeiponti.it/,conference_centre,,,,wlan,,local knowledge,,POINT (11.259089469909668 43.7902717590332),node,,,,,,
135,0.0,11.289598,7288070076,1584010078,43.77107,,1,,,,,,,Chille de la balanza,,,https://www.chille.it,theatre,,,,,,,,POINT (11.28959846496582 43.77106857299805),node,,,,,,
136,0.0,11.253802,7288575859,1584018522,43.74997,,1,,,,,,,Teatro del Cielo,,,,theatre,,,,,,,,POINT (11.253802299499512 43.749969482421875),node,,,,,,
