,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,amenity,drinking_water,internet_access,start_date,theatre,wikipedia,geometry,osm_type,building,building:levels,gambling,source
56,0.0,13.349975,4654147690,1485982259,38.133667,,1,,,,,,,,,,,fountain,,,,,,POINT (13.349974632263184 38.1336669921875),node,,,,
57,0.0,13.330318,4654147789,1485982257,38.12938,,1,,,,,,,,,,,fountain,,,,,,POINT (13.330318450927734 38.12937927246094),node,,,,
58,0.0,13.4470625,4703652590,1487946476,38.07557,"{""name:it"":""La racchetta""}",1,,,,Viale Europa,,La racchetta,Mo-Su 09:00-00:00,,,,community_centre,,,,,,POINT (13.447062492370605 38.07556915283203),node,,,,
59,0.0,13.884583,4709481089,1526236992,37.992016,,2,,,,,,,,,,,fountain,,,,,,POINT (13.884583473205566 37.99201583862305),node,,,,
60,0.0,13.301588,4814398802,1591030644,37.811897,,2,,,,,,,,,,,fountain,,,,,,POINT (13.30158805847168 37.81189727783203),node,,,,
61,0.0,13.51425,4866215899,1510776628,38.079716,,2,,,,,,Nuovo Capitol,,,,,cinema,,,,,,POINT (13.514249801635742 38.079715728759766),node,,,,
62,0.0,13.514301,4866215901,1510776628,38.079514,,2,,,,,,cineteatro multisala Roma,,,,,cinema,,,,,,POINT (13.514301300048828 38.07951354980469),node,,,,
63,0.0,13.039073,4866804364,1495310060,38.067215,,1,,,,,,,,,,,fountain,,,,,,POINT (13.03907299041748 38.06721496582031),node,,,,
64,0.0,13.036556,4866804391,1495310061,38.067074,,1,,,,,,,,,,,fountain,,,,,,POINT (13.036556243896484 38.067073822021484),node,,,,
65,0.0,13.038646,4920563412,1497706223,38.067764,,1,,,,,,,,,,,fountain,,,,,,POINT (13.03864574432373 38.06776428222656),node,,,,
66,0.0,13.331194,5259935321,1512222091,38.1684,,1,,,,,,,,,,,fountain,,,,,,POINT (13.331193923950195 38.168399810791016),node,,,,
67,0.0,13.379037,5326724445,1515392938,37.68144,,1,,,,,,,,,,,fountain,,,,,,POINT (13.379036903381348 37.68143844604492),node,,,,
68,0.0,13.354855,5338189585,1598806500,38.108356,,2,,,,,,,,,,,fountain,,,,,,POINT (13.354854583740234 38.10835647583008),node,,,,
69,0.0,13.358126,5353578164,1613573043,38.119812,,3,Palermo,8,90134,Piazza Giuseppe Verdi,,Cinema Rouge et noir,,,+39 091 324651,https://www.rougeetnoirpalermo.it/,cinema,,,,,,POINT (13.358125686645508 38.11981201171875),node,,,,
70,0.0,13.355466,5382009321,1517620716,38.118217,,1,,,,,,,,,,,fountain,,,,,,POINT (13.35546588897705 38.11821746826172),node,,,,
71,0.0,13.359484,5448178907,1519994524,38.121326,,1,,,,,,President,,,,,casino,,,,,,POINT (13.35948371887207 38.1213264465332),node,,,,
72,0.0,13.509124,5469824430,1520713108,38.079205,,1,,,,,,Nuovo Excelsior,,,,,cinema,,,,,,POINT (13.509123802185059 38.07920455932617),node,,,,
73,0.0,13.355503,5476722170,1520984374,38.115852,,1,,,,,,Timeless,,,,,nightclub,,,,,,POINT (13.35550308227539 38.11585235595703),node,,,,
74,0.0,13.083693,5481176759,1571761752,38.151367,,2,,,,,,,,,,,fountain,,,,,,POINT (13.08369255065918 38.1513671875),node,,,,
75,0.0,13.430386,5588829501,1525106602,38.09689,,1,,,,,,"Anfiteatro ""Teatro del Sole""",,,,,theatre,,,,,,POINT (13.43038558959961 38.09688949584961),node,,,,
76,0.0,13.935516,6063427074,1610638613,37.92297,,2,,,,,,,,,,,fountain,,,,,,POINT (13.935516357421875 37.922969818115234),node,,,,
77,0.0,13.941575,6063818080,1542293864,37.924995,,1,,,,,,,,,,,fountain,,,,,,POINT (13.941575050354004 37.92499542236328),node,,,,
78,0.0,13.158311,6186210572,1546708569,37.83884,,1,,,,,,,,,,,theatre,,,,,,POINT (13.158310890197754 37.83884048461914),node,,,,
79,0.0,13.346746,6302986138,1613739320,38.145172,,3,Palermo,12,90143,Via Imperatore Federico,,Cine Arlecchino,,,+39 091 362660,http://arlecchinoariston.it/,cinema,,,,,,POINT (13.346746444702148 38.145172119140625),node,,,,
80,0.0,13.469469,6359438195,1553472135,38.087242,,1,,97,90010,Via Roma,,Cine Odeon,,,,,cinema,,,,,,POINT (13.46946907043457 38.087242126464844),node,,,,
81,0.0,13.300981,6449596965,1561406430,37.812626,,2,,,,,,,,,,,fountain,,,,,,POINT (13.300980567932129 37.812625885009766),node,,,,
82,0.0,13.269636,6472895607,1569623037,37.676846,,2,,,,,,,,,,,fountain,,,,,,POINT (13.269636154174805 37.67684555053711),node,,,,
83,0.0,13.937367,6539008578,1592237976,37.92241,,2,,,,,,,,,,,fountain,,,,,,POINT (13.93736743927002 37.92240905761719),node,,,,
84,0.0,13.359311,6558498885,1631985276,38.12081,"{""name:es"":""Teatro de Marionetas"",""name:it"":""Teatro dei Pupi""}",2,,95,90133,Via Bara All'Olivella,pupi@figlidartecuticchio.com,Teatro dei Pupi,Sa-Su 18:30-22:00,,+39091323400,http://www.figlidartecuticchio.com,theatre,,,,,,POINT (13.3593111038208 38.120811462402344),node,,,,
85,0.0,14.021596,6754237789,1567025009,38.0354,,1,,,,,,,,,,,fountain,no,,,,,POINT (14.02159595489502 38.035400390625),node,,,,
86,0.0,13.316128,6807303685,1568878378,38.160645,,1,,,,,,Fabric,,,,,nightclub,,,,,,POINT (13.31612777709961 38.16064453125),node,,,,
87,0.0,13.281572,6848173864,1570121063,38.210888,"{""theatre:type"":""amphi""}",1,,,,,,,,,,,theatre,,,,,,POINT (13.281572341918945 38.21088790893555),node,,,,
88,0.0,13.3562765,6860429485,1619175401,38.113266,"{""name:en"":""puppet""}",2,,,,,,puppet,,,,,theatre,,,,,,POINT (13.356276512145996 38.11326599121094),node,,,,
89,0.0,13.339604,6898396486,1571498904,38.117508,,1,,,,,,Cantieri culturali Zisa,,,,,community_centre,,,,,,POINT (13.339604377746582 38.11750793457031),node,,,,
90,0.0,13.340868,7132143184,1614758306,38.141647,,4,Palermo,38,90144,Via Giorgio Boris Giuliano,,Cityplex Tiffany,,,+39 091 307006,https://cityplexpalermo.it/,cinema,,,,,,POINT (13.34086799621582 38.14164733886719),node,,,,
91,0.0,13.325654,7132152499,1614871980,38.157032,,2,Palermo,358,90146,Viale Strasburgo,,Cityplex Metropolitan,,,+39 091 688 7513,https://cityplexpalermo.it/,cinema,,,,,,POINT (13.325654029846191 38.15703201293945),node,,,,
92,0.0,13.358383,7142303570,1614872151,38.081978,,3,Palermo,7,90125,Via Rossa Guido,,Cineteatro Colosseum,,,+39 091 442265,https://cineteatrocolosseum.wixsite.com/colosseum,cinema,,,,yes,,POINT (13.358383178710938 38.08197784423828),node,,,,
93,0.0,13.412509,7142313335,1579424821,38.090282,,1,Palermo,,90124,Via Filipo Pecoraino,,UCI Cinemas Palermo,,,892960,https://www.ucicinemas.it/cinema/sicilia/palermo/uci-cinemas-palermo/,cinema,,,,,,POINT (13.412508964538574 38.09028244018555),node,,,,
94,0.0,13.289792,7142329394,1611148484,38.187042,,4,Palermo,177,90147,Via Tommaso Natale,,Cinema Multisala Aurora,,,+39 091 533192,http://www.cinaurora.it/,cinema,,,,,,POINT (13.28979206085205 38.187042236328125),node,,,,
95,0.0,13.4818325,7232832195,1582292159,37.906223,,1,,,,,,,,,,,fountain,,,,,,POINT (13.481832504272461 37.90622329711914),node,,,,
96,0.0,13.482183,7232832209,1582292159,37.90606,,1,,,,,,,,,,,fountain,,,,,,POINT (13.482183456420898 37.90605926513672),node,,,,
97,0.0,13.22366,7359372901,1585843049,37.906948,,1,,,,,,,,,,,fountain,,,,,,POINT (13.223660469055176 37.90694808959961),node,,,,
98,0.0,13.141361,8058859328,1603884682,38.17345,,1,,,,,,,,,,,fountain,,,,,,POINT (13.141361236572266 38.1734504699707),node,,,,
99,0.0,13.025286,8514692156,1615657652,38.002174,,1,,,,,,,,,,,fountain,,,,,,POINT (13.025285720825195 38.002174377441406),node,,,,
100,0.0,14.092579,8544466827,1616340400,37.807034,,1,,,,,,,,,,,fountain,,,,,,POINT (14.092578887939453 37.80703353881836),node,,,,
101,0.0,13.446929,8591988881,1617526385,38.076206,"{""studio"":""audio""}",1,Villabate,493,90039,Corso Vittorio Emanuele,,Armani Music,,,,,studio,,,,,,POINT (13.446928977966309 38.07620620727539),node,,,,
102,0.0,13.512736,8892451515,1625406473,38.09235,,1,,,,,,,,,,,fountain,no,,,,,POINT (13.512736320495605 38.092350006103516),node,,,,
103,0.0,13.350135,9580439337,1647344708,38.111237,,1,,81,,,,Eurobet,,,,,gambling,,,,,,POINT (13.35013484954834 38.111236572265625),node,,,,
104,0.0,13.605012,9603361621,1648130246,37.679127,"{""tourism"":""attraction""}",1,,,,,,Fonte Regio,,,,,fountain,,,1567,,,POINT (13.605011940002441 37.67912673950195),node,,,,
105,0.0,13.607112,9603361623,1648130246,37.680843,"{""alt_name"":""La Vasca"",""tourism"":""attraction""}",1,,,,,,Fonte Kassar,,,,,fountain,yes,,,,,POINT (13.607111930847168 37.680843353271484),node,,,,
106,,,24937131,1645635559,,"{""alt_name"":""Teatro Massimo"",""capacity"":""3500"",""internet_access:fee"":""no"",""internet_access:ssid"":""Wifi libero del Comune di Palermo"",""name:it"":""Teatro Massimo Vittorio Emanuele"",""name:ko"":""\uB9C8\uC2DC\uBAA8 \uBE44\uD1A0\uB9AC\uC624 \uC5D0\uB9C8\uB204\uC5D8\uB808 \uADF9\uC7A5"",""name:ru"":""\u0422\u0435\u0430\u0442\u0440 \u041C\u0430\u0441\u0441\u0438\u043C\u043E"",""name:zh"":""\u6232\u9662"",""ref:vatin"":""IT00262030828"",""tourism"":""attraction"",""wikidata"":""Q261439""}",17,Palermo,,90138,Piazza Giuseppe Verdi,,Teatro Massimo Vittorio Emanuele,Tu-Su 10:00-15:00,,+39 091 605 3521,http://www.teatromassimo.it/,theatre,,wlan,,,it:Teatro Massimo Vittorio Emanuele,"POLYGON ((13.3577084 38.1204757, 13.3575902 38.1204298, 13.3574658 38.1206279, 13.3573194 38.1205711, 13.3573572 38.1205109, 13.3571849 38.120444, 13.357138 38.1205013, 13.3570756 38.1205281, 13.3570019 38.1205274, 13.3569308 38.1205006, 13.3568857 38.1204406, 13.3568853 38.1203671, 13.3569146 38.120314, 13.3567381 38.1202396, 13.3566854 38.120317, 13.3565186 38.1202467, 13.3566165 38.1201028, 13.3564368 38.1200271, 13.3566116 38.1197703, 13.3567838 38.1198429, 13.3568809 38.1197003, 13.357033 38.1197644, 13.3569893 38.1198285, 13.357164 38.1199021, 13.3571962 38.1198548, 13.3572562 38.1198254, 13.3573415 38.1198267, 13.3574125 38.1198535, 13.3574485 38.1198912, 13.3574681 38.1199459, 13.3574319 38.1200035, 13.3576393 38.1200841, 13.3576734 38.1200298, 13.3577974 38.120078, 13.3576811 38.1202633, 13.3578102 38.1203134, 13.3577084 38.1204757))",way,yes,,,
107,,,30877778,1572455277,,"{""alt_name"":""Teatro Politeama"",""name:ko"":""\uD3F4\uB9AC\uD14C\uC544\uB9C8 \uAC00\uB9AC\uBC1C\uB514"",""wheelchair"":""yes"",""wikidata"":""Q1478356""}",11,,,,,,Politeama Garibaldi,,,,,theatre,,,,,it:Teatro Politeama (Palermo),"POLYGON ((13.3567277 38.1249305, 13.3566902 38.1249158, 13.3566503 38.1249059, 13.356609 38.1249012, 13.3565673 38.1249018, 13.3565262 38.1249075, 13.3564868 38.1249184, 13.3564501 38.124934, 13.356417 38.124954, 13.3563661 38.124932, 13.3562847 38.1250588, 13.3563336 38.1250777, 13.3563311 38.1251045, 13.356333 38.1251313, 13.3563394 38.1251578, 13.35635 38.1251833, 13.3563649 38.1252075, 13.3563836 38.12523, 13.3564059 38.1252504, 13.3564314 38.1252683, 13.3564596 38.1252835, 13.3564902 38.1252956, 13.3564582 38.1253449, 13.3568886 38.1255181, 13.3569283 38.1254571, 13.3570156 38.1254922, 13.3572378 38.1251505, 13.3571465 38.1251138, 13.357191 38.1250453, 13.3567646 38.1248737, 13.3567277 38.1249305))",way,yes,,,
108,,,34356845,1456170321,,"{""note"":""Teatro coperto con estensione ed anfiteatro su area esterna""}",5,,,,,,Teatro Gregotti,,"Facoltà di Lettere, Università degli Studi di Palermo",,,theatre,,,,,,"POLYGON ((13.3440563 38.0999844, 13.3439603 38.0999038, 13.3440367 38.0998559, 13.3439075 38.0997265, 13.3439605 38.0996838, 13.3443246 38.0997043, 13.344394 38.0997641, 13.3442311 38.0998806, 13.3443392 38.0999813, 13.3441976 38.1000846, 13.344076 38.0999711, 13.3440563 38.0999844))",way,,,,
109,,,44333899,1643732368,,"{""theatre:type"":""amphi""}",2,,,,,,,,,,,theatre,,,,,,"POLYGON ((13.3484189 38.1033923, 13.3486419 38.1033962, 13.3486903 38.1033728, 13.3486988 38.1033308, 13.3488625 38.103227, 13.3487412 38.1031259, 13.3487379 38.1030349, 13.3487534 38.1030211, 13.3487555 38.1029896, 13.34873 38.1029629, 13.34861 38.1030328, 13.3486386 38.1030618, 13.3484709 38.1031682, 13.3484598 38.1031583, 13.3484254 38.1031822, 13.3484189 38.1033923))",way,,,,
110,,,44686836,1263046791,,,2,,,,,,Teatro delle Palme,,,,,theatre,,,,,,"POLYGON ((13.4422896 38.0774988, 13.4424073 38.0774342, 13.4424806 38.077372, 13.4423613 38.0771908, 13.4421393 38.0772621, 13.4422896 38.0774988))",way,,,,
111,,,71911794,1555935601,,,4,,,,,,Supercinema Bagheria,,,,,cinema,,,,,,"POLYGON ((13.5024601 38.0778952, 13.5025183 38.0775588, 13.5027678 38.0775855, 13.5027096 38.0779219, 13.5024601 38.0778952))",way,yes,4,,
112,,,73411229,1515722276,,"{""natural"":""water"",""water"":""basin""}",4,,,,,,Fontana della Sirenetta,,,,,fountain,,,,,,"POLYGON ((13.3265676 38.2076908, 13.3265468 38.2076851, 13.3265295 38.2076743, 13.3265177 38.2076598, 13.3265126 38.207643, 13.3265148 38.2076258, 13.3265241 38.2076101, 13.3265394 38.2075977, 13.326559 38.2075899, 13.3265808 38.2075875, 13.3266024 38.207591, 13.3266193 38.2075985, 13.3266327 38.2076095, 13.3266414 38.2076231, 13.3266448 38.2076381, 13.3266424 38.2076532, 13.3266346 38.2076672, 13.326622 38.2076788, 13.3266056 38.207687, 13.326587 38.2076911, 13.3265676 38.2076908))",way,,,,
113,,,86672126,1515456973,,"{""natural"":""water"",""water"":""basin""}",5,,,,,,,,,,,fountain,,,,,,"POLYGON ((13.3551196 38.1124439, 13.3551024 38.1124186, 13.3550964 38.1123903, 13.3551024 38.112362, 13.3551197 38.1123368, 13.3551464 38.1123173, 13.3551797 38.1123056, 13.355216 38.112303, 13.3552514 38.1123097, 13.3552822 38.1123251, 13.3553052 38.1123478, 13.3553175 38.1123751, 13.3553179 38.1124041, 13.3553061 38.1124316, 13.3552836 38.1124546, 13.3552528 38.1124706, 13.3552171 38.1124778, 13.3551804 38.1124753, 13.3551466 38.1124636, 13.3551196 38.1124439))",way,,,,
114,,,106620962,1301568376,,"{""contact:website"":""http://www.scaleaclub.com/""}",1,,,,,,Scalea Club,,,,,nightclub,,,,,,"POLYGON ((13.3074691 38.1779668, 13.3081824 38.1771285, 13.3079197 38.1769487, 13.3076755 38.1772199, 13.3076073 38.1773025, 13.3075552 38.1773666, 13.3074421 38.1774933, 13.3072223 38.1778155, 13.3074691 38.1779668))",way,,,,
115,,,153050970,1448959932,,"{""highway"":""pedestrian"",""wheelchair"":""yes""}",7,,,,,,,,,,,theatre,,,,,,"POLYGON ((13.3404177 38.0987043, 13.3402747 38.0987247, 13.3402694 38.0986932, 13.3402642 38.0986644, 13.3402644 38.0986289, 13.3402756 38.0985968, 13.3402894 38.0985698, 13.3403098 38.0985442, 13.3403822 38.0984988, 13.3404592 38.0984623, 13.3405445 38.0984524, 13.3406223 38.098464, 13.340681 38.0984868, 13.3407229 38.0985125, 13.3407559 38.0985412, 13.3407865 38.0985849, 13.3407964 38.0986116, 13.3408042 38.0986364, 13.3406585 38.0986571, 13.3406785 38.0987299, 13.3406616 38.098732, 13.3406665 38.0987538, 13.3404446 38.0987902, 13.3404382 38.0987687, 13.3404287 38.0987695, 13.3404177 38.0987043))",way,,,,
