,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,drinking_water,fountain,gambling,internet_access,office,source,start_date,wikipedia,geometry,osm_type,addr:place,building,building:levels,landuse,library
16,0.0,9.176065,283049460,1217761047,45.479378,"{""created_by"":""JOSM""}",1,,,,,,,,Teatro Verga,,,,,,theatre,,,,,,,,,POINT (9.176065444946289 45.47937774658203),node,,,,,
17,0.0,9.194376,298986173,1582814246,45.475197,"{""studio"":""radio"",""wikidata"":""Q3745693"",""description"":""Radio 105, Radio Monte Carlo, Virgin Radio, R101""}",6,Milano,IT,1,,20121,Largo Guido Donegani,,RadioMediaset,,,,,http://www.105.net,studio,,,,,,,,it:RadioMediaset,POINT (9.194375991821289 45.475196838378906),node,,,,,
18,0.0,9.176087,332510971,1521558582,45.55148,,2,Cusano Milanino,,7,,,Via Isonzo,,Circolo A. Grandi,,Acli,+39 339 3473389,,,community_centre,,,,,,,,,POINT (9.176087379455566 45.55147933959961),node,,,,,
19,0.0,9.199821,358878181,1547223600,45.488235,,5,,,,,,,,Don Bosco,,,,,,cinema,,,,,,,,,POINT (9.199821472167969 45.48823547363281),node,,,,,
20,0.0,8.974955,364789282,1237750367,45.55557,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.974954605102539 45.55556869506836),node,,,,,
21,0.0,9.151803,380370490,1614365098,45.44278,,3,,,,,,,,BiTTe,,,,,,nightclub,,,,,,,,,POINT (9.151803016662598 45.442779541015625),node,,,,,
22,0.0,9.213111,435189356,1338807713,45.46998,,2,,,,,,,,Tieffe Teatro,,,,,,theatre,,,,,,,,,POINT (9.21311092376709 45.46997833251953),node,,,,,
23,0.0,9.193855,438108545,1538506731,45.46358,"{""wikidata"":""Q32009493""}",9,,,,,,,,Fontana del Piermarini,,,,,,fountain,,,,,,,,,POINT (9.193855285644531 45.46358108520508),node,,,,,
24,0.0,9.198335,439207301,1553687864,45.46714,,6,Milano,IT,2/A,,20121,Corso Venezia,info@teatrosanbabilamilano.it,Teatro San Babila,,,+39 02 798010,,https://www.teatrosanbabilamilano.it/,theatre,,,,,,,,,POINT (9.198334693908691 45.467140197753906),node,,,,,
25,0.0,9.221798,439208909,1483550180,45.448223,,3,Milano,,70,,20137,Via Tertulliano,,Spazio Tertulliano,,,,,,theatre,,,,,,,,,POINT (9.221797943115234 45.44822311401367),node,,,,,
26,0.0,9.176784,439209165,1639132692,45.455162,"{""capacity"":""96"",""wikidata"":""Q18420560""}",3,Milano,IT,11,,20123,Via Gaudenzio Ferrari,info@teatroi.org,Teatro i,,,+39 02 8323156,,https://www.teatroi.org/,theatre,,,,,,,,it:Teatro i,POINT (9.176783561706543 45.455162048339844),node,,,,,
27,0.0,9.217881,441580391,1541081309,45.440613,"{""wheelchair"":""yes""}",3,,,,,,,,Teatro della 14a,,,,,,theatre,,,,,,,,,POINT (9.217881202697754 45.44061279296875),node,,,,,
28,0.0,9.205672,442138046,1633680538,45.477074,"{""contact:phone"":""+39 02 29406054""}",5,Milano,,11,,20124,Viale Tunisia,,Arcobaleno Film Center,,,+39 02 29406054,,http://cinenauta.it/arcobaleno/,cinema,,,,,,,,,POINT (9.205672264099121 45.477073669433594),node,,,,,
29,0.0,9.19553,442572432,1489237219,45.456684,"{""wikidata"":""Q1130908""}",5,Milano,IT,63,,20121,Corso di Porta Romana,,Teatro Carcano,,,,,,theatre,,,,,,,,it:Teatro Carcano,POINT (9.19552993774414 45.45668411254883),node,,,,,
30,0.0,9.165996,442586656,1327096706,45.46907,,2,Milano,IT,16,,20145,Via Lodovico Ariosto,,Ariosto,,,,,,cinema,,,,,,,,,POINT (9.165995597839355 45.46907043457031),node,,,,,
31,0.0,9.191911,442587179,1408827896,45.46639,,2,,,,,,,,Auditorium San Fedele,,,,,,theatre,,,,,,,,,POINT (9.191910743713379 45.46638870239258),node,,,,,
32,0.0,9.185772,442587403,1638179005,45.46216,"{""facebook"":""https://www.facebook.com/cinemacentralemilano"",""instagram"":""https://www.instagram.com/cinemacentralemilano/"",""screen"":""2"",""toilets"":""yes"",""wikidata"":""Q37158362""}",8,Milano,,"30,32",,20123,Via Torino,mail@multisalacentrale.it,Cinema Centrale,,,+3902874826,,https://www.multisalacentrale.it/,cinema,,,,,,,1907,,POINT (9.185771942138672 45.462158203125),node,,,,,
33,0.0,9.207937,442587550,1327682821,45.46164,,2,Milano,,84,,,Viale Monte Nero,,Colosseo,,,,,,cinema,,,,,,,,,POINT (9.207937240600586 45.461639404296875),node,,,,,
34,0.0,9.182521,442588357,1350858419,45.460846,"{""screen"":""4""}",2,,,,,,,,Eliseo,,,,,,cinema,,,,,,,,,POINT (9.182520866394043 45.460845947265625),node,,,,,
35,0.0,9.175725,442590118,1247755612,45.461563,,1,,,,,,,,Gnomo,,,,,,cinema,,,,,,,,,POINT (9.175724983215332 45.46156311035156),node,,,,,
36,0.0,9.16029,442591065,1570142383,45.452694,,4,,,,,,,,Mexico,,,,,,cinema,,,,,,,,,POINT (9.160289764404297 45.452693939208984),node,,,,,
37,0.0,9.332192,445325846,1358774465,45.526546,"{""wheelchair"":""yes""}",3,,,,,,,,Cine Teatro Agorà,,,,,,cinema,,,,,,,,,POINT (9.332192420959473 45.526546478271484),node,,,,,
38,0.0,8.915385,450562080,1580940718,45.402336,"{""survey:date"":""2020-02-05""}",2,,,,,,,,cinema al corso,,,,,,cinema,,,,,,,,,POINT (8.915385246276855 45.40233612060547),node,,,,,
39,0.0,9.179192,478795478,1625911040,45.446632,"{""wikidata"":""Q16529855""}",5,,,,,,,,Auditorium di Milano,,,,,,theatre,,,,,,,1999,it:Auditorium di Milano,POINT (9.179191589355469 45.446632385253906),node,,,,,
40,0.0,9.161445,540813367,1523652927,45.485233,"{""ref:vatin"":""IT13243640151""}",5,Milano,,47,,20154,Via Piero della Francesca,,Il Gattopardo Café,,Maia & Co s.r.l.,,,http://www.ilgattopardocafe.it/,nightclub,,,,,,,,,POINT (9.161444664001465 45.485233306884766),node,,,,,
41,0.0,9.403168,544451639,1333892544,45.532536,,2,,,,,,,,Cinema Sala Argentia,,,,,,cinema,,,,,,,,,POINT (9.403167724609375 45.532535552978516),node,,,,,
42,0.0,8.982328,554247454,1475066324,45.395035,,2,,,,,,,,,,,,,,theatre,,,,,,,,,POINT (8.982328414916992 45.39503479003906),node,,,,,
43,0.0,9.125195,574335235,1259496488,45.42605,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.125194549560547 45.426048278808594),node,,,,,
44,0.0,9.190204,574338924,1306004463,45.468822,,3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.190203666687012 45.46882247924805),node,,,,,
45,0.0,9.188311,577786808,1624272695,45.53754,,5,,,,,,,,Cinema Teatro San Giuseppe,,,,,,theatre,,,,,,,,,POINT (9.188310623168945 45.537540435791016),node,,,,,
46,0.0,9.188347,577786811,1624272684,45.537643,,2,,,,,,,,Cinema Teatro San Giuseppe,,,,,,cinema,,,,,,,,,POINT (9.188346862792969 45.53764343261719),node,,,,,
47,0.0,9.17781,590353684,1273022769,45.3893,,2,,,,,,,,Medusa multisala,,,,,,cinema,,,,,,,,,POINT (9.177809715270996 45.38930130004883),node,,,,,
48,0.0,9.157673,597482668,1521403524,45.447666,,4,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.157672882080078 45.44766616821289),node,,,,,
49,0.0,9.285554,603797464,1518882408,45.499443,,3,,,,,,,,Cascina Commenda,,,,,,theatre,,,,,,,,,POINT (9.285553932189941 45.49944305419922),node,,,,,
50,0.0,8.936881,609695758,1262982848,45.505943,,1,,,,,,,,Cinema Oratorio,,,,,,cinema,,,,,,,,,POINT (8.936881065368652 45.505943298339844),node,,,,,
51,0.0,8.8800745,615598181,1263743198,45.47223,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.880074501037598 45.47222900390625),node,,,,,
52,0.0,8.87796,618988305,1279984738,45.46468,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.877960205078125 45.46467971801758),node,,,,,
53,0.0,8.882427,626352412,1265097789,45.46405,,1,,,,,,,,CinemateatroNuovo,,,,,,theatre,,,,,,,,,POINT (8.882427215576172 45.46405029296875),node,,,,,
54,0.0,9.12815,714322674,1354195210,45.50964,,3,,,,,,,,UCI Cinemas Certosa,,,,,,cinema,,,,,,,,,POINT (9.12814998626709 45.509639739990234),node,,,,,
55,0.0,8.917955,714791302,1491467702,45.59398,"{""wheelchair"":""yes""}",8,Legnano,,,,20025,Galleria INA,,Cinema Teatro Galleria,,,,,http://www.cinemateatrogalleria.it/,cinema,,,,,,,,,POINT (8.91795539855957 45.59397888183594),node,,,,,
56,0.0,8.924028,714795639,1504427417,45.599293,"{""religion"":""christian"",""denomination"":""catholic""}",5,,,,,,,,Oratorio Santissimo Redentore,,,,,,community_centre,,,,,,,,,POINT (8.924028396606445 45.59929275512695),node,,,,,
57,0.0,8.938777,756617458,1578128381,45.58522,"{""religion"":""christian"",""denomination"":""catholic"",""community_centre"":""parish_hall""}",3,,,,,,,,Oratorio,,,,,,community_centre,,,,,,,,,POINT (8.938776969909668 45.58522033691406),node,,,,,
58,0.0,8.918414,868475135,1585492809,45.594196,"{""screen"":""1"",""wheelchair"":""yes""}",5,Legnano,,9,,20025,Corso Magenta,cinemasalaratti@gmail.com,Cinema Ratti,,,0331 546291,,https://cinemasalaratti.wordpress.com/,cinema,,,,,,,,,POINT (8.918414115905762 45.59419631958008),node,,,,,
59,0.0,9.454054,906715849,1390717354,45.545982,"{""wheelchair"":""yes""}",2,,,,,,,,Arcadia,,,,,,cinema,,,,,,,,,POINT (9.45405387878418 45.545982360839844),node,,,,,
60,0.0,9.113505,912755868,1642090283,45.542137,"{""cinema:3D"":""no"",""note"":""Codice fiscale:0130270216;Numero punto vendita:CL000001"",""screen"":""1"",""toilets"":""yes""}",7,Bollate,,5,,20021,Piazza San Martino,,Cineteatro Splendor,,Parrocchia San Martino,+39023502379,,,cinema,,,,,,,,,POINT (9.113505363464355 45.542137145996094),node,,,,,
61,0.0,8.920119,928631510,1285626334,45.46564,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.920119285583496 45.465641021728516),node,,,,,
62,0.0,8.8864,942719979,1286643088,45.600605,,1,,,,,,,,Club Mediterranee,,,,,,nightclub,,,,,,,,,POINT (8.88640022277832 45.60060501098633),node,,,,,
63,0.0,8.899633,976077624,1521376278,45.504128,"{""religion"":""christian"",""denomination"":""catholic"",""community_centre"":""parish_hall""}",3,,,,,,,,Oratorio San Luigi,,,,,,community_centre,,,,,,,,,POINT (8.899633407592773 45.504127502441406),node,,,,,
64,0.0,9.19311,982675406,1428617222,45.55452,,6,Cusano Milanino,IT,17 bis,,20095,Viale Luigi Buffoli,aiataumastica@gmail.com,Aia Taumastica - Torre dell’Acquedotto,,Associazione Culturale I Carpentieri di Bell,+39 02 89071170,,www.torredellacquedotto.it,theatre,,,,,,,,,POINT (9.193110466003418 45.55451965332031),node,,,,,
65,0.0,9.140315,995613962,1419108177,45.467007,,2,,,,,,,,Rosetum,,,,,,cinema,,,,,,,,,POINT (9.140315055847168 45.46700668334961),node,,,,,
66,0.0,9.294309,1096896814,1401805872,45.48782,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.29430866241455 45.48781967163086),node,,,,,
67,0.0,9.293781,1096929999,1597273645,45.490715,,3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.293781280517578 45.49071502685547),node,,,,,
68,0.0,9.266721,1097728453,1294732352,45.487885,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.26672077178955 45.487884521484375),node,,,,,
69,0.0,9.246832,1097822765,1321114036,45.4789,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.246831893920898 45.47890090942383),node,,,,,
70,0.0,9.267484,1098715399,1294784570,45.50082,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.267483711242676 45.50082015991211),node,,,,,
71,0.0,9.291691,1102949205,1466517516,45.493023,,3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.291690826416016 45.49302291870117),node,,,,,
72,0.0,9.299554,1108916429,1295352825,45.483593,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.299553871154785 45.48359298706055),node,,,,,
73,0.0,9.262974,1108925113,1594800889,45.52453,,4,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.26297378540039 45.52452850341797),node,,,,,
74,0.0,9.168511,1133055348,1296688557,45.544315,,1,,,,,,,,Associazione Nazionale Combattenti Reduci,,,,,,social_centre,,,,,,survey,,,POINT (9.168511390686035 45.544315338134766),node,,,,,
75,0.0,9.223721,1213063491,1300791671,45.35952,,1,,,,,,,,Auditorium,,Comune di Locate di Triulzi,,,,community_centre,,,,,,,,,POINT (9.22372055053711 45.359519958496094),node,,,,,
76,0.0,9.157116,1296091994,1306068229,45.44834,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.157115936279297 45.448341369628906),node,,,,,
77,0.0,9.176891,1359953183,1451120050,45.46847,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.176891326904297 45.46847152709961),node,,,,,
78,0.0,9.176786,1364451085,1451120053,45.468548,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.176786422729492 45.46854782104492),node,,,,,
79,0.0,9.375151,1400850713,1551112128,45.528618,"{""indoor"":""no"",""alt_name"":""Bookcrossing Bussero"",""artist_name"":""Willow"",""description"":""Vecchia cabina telefonica trasformata in cabina per bookcrossing il 10-02-2019"",""public_bookcase:type"":""phone_box"",""public_bookcase:position"":""sidewal""}",5,,,,,,,,Bibliocabina,24/7,,,,,public_bookcase,,,,,,,,,POINT (9.375150680541992 45.52861785888672),node,,,,,
80,0.0,9.22639,1427961587,1489237300,45.479527,"{""wikidata"":""Q3982031""}",4,Milano,IT,1,,20131,Via Andrea Maria Ampère,info@teatroleonardo.it,Teatro Leonardo da Vinci,,,+39 02 26681166,,http://www.teatroleonardo.it/,theatre,,,,,,,1979,it:Teatro Leonardo da Vinci,POINT (9.22638988494873 45.47952651977539),node,,,,,
81,0.0,9.191053,1430014701,1410283085,45.536533,,3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.19105339050293 45.53653335571289),node,,,,,
82,0.0,9.165334,1474090542,1319109607,45.502296,,3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.16533374786377 45.502296447753906),node,,,,,
83,0.0,9.227638,1479065002,1411677020,45.560337,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.227638244628906 45.56033706665039),node,,,,,
84,0.0,9.21831,1505376846,1495708257,45.52959,"{""wheelchair"":""yes""}",3,,,,,,,,Skyline,,,,,https://www.skylinemultiplex.it,cinema,,,,,,,,,POINT (9.218310356140137 45.52959060668945),node,,,,,
85,0.0,8.919732,1539924146,1580940713,45.39868,"{""survey:date"":""2020-02-05""}",2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.919732093811035 45.398681640625),node,,,,,
86,0.0,9.087717,1551151574,1325012200,45.463142,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.087717056274414 45.46314239501953),node,,,,,
87,0.0,9.172358,1558406769,1324578069,45.546677,,1,Cormano,IT,3,,20032,Via Gianni Rodari,info@teatrodelburatto.it,Teatro del Buratto,,,+39 02 27002476,,http://www.teatrodelburatto.it/bi.html,theatre,,,,,,,,,POINT (9.172357559204102 45.54667663574219),node,,,,,
88,0.0,9.192575,1563786552,1326037779,45.5566,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.192575454711914 45.55659866333008),node,,,,,
89,0.0,9.167273,1601347311,1424040554,45.516838,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.167272567749023 45.51683807373047),node,,,,,
90,0.0,9.166827,1601347335,1327249683,45.51716,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.166827201843262 45.51715850830078),node,,,,,
91,0.0,9.141211,1627458991,1328910430,45.515823,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.141210556030273 45.51582336425781),node,,,,,
92,0.0,9.38758,1641747493,1556844743,45.54437,,3,,,,,,,,Fontana Prinetti,,,,,,fountain,,,,,,,,,POINT (9.387579917907715 45.544368743896484),node,,,,,
93,0.0,9.399881,1662870885,1331059762,45.417473,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.399881362915039 45.41747283935547),node,,,,,
94,0.0,8.778009,1695921914,1491136011,45.54838,,2,,,,,,,,Auditorium Paccagnini,,,,,http://www.auditoriumapaccagnini.it/,theatre,,,,,,,,,POINT (8.778009414672852 45.54838180541992),node,,,,,
95,0.0,9.246521,1709625517,1334046884,45.499805,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.24652099609375 45.49980545043945),node,,,,,
96,0.0,9.2098055,1714332504,1507722829,45.479435,"{""fixme"":""Position estimated"",""wikidata"":""Q3982292""}",6,Milano,IT,33,,20124,Corso Buenos Aires,,Teatro Elfo Puccini,,,+39 02 00660606,,http://www.elfo.org/,theatre,,,,,,,1972,it:Teatro dell'Elfo,POINT (9.209805488586426 45.479434967041016),node,,,,,
97,0.0,9.415692,1732841110,1371981880,45.53606,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.415692329406738 45.53606033325195),node,,,,,
98,0.0,9.109408,1741349223,1538313819,45.432476,,4,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.109408378601074 45.43247604370117),node,,,,,
99,0.0,9.196008,1742696869,1336298370,45.571507,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.19600772857666 45.57150650024414),node,,,,,
100,0.0,9.522449,1792401138,1339973156,45.525555,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.522448539733887 45.52555465698242),node,,,,,
101,0.0,9.081686,1793520387,1340047249,45.616707,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.081686019897461 45.61670684814453),node,,,,,
102,0.0,9.084071,1802111650,1358019536,45.43238,,3,,,,,,,,"ARCI ""Cesare Terranova""",,,,,,community_centre,,,,,,,,,POINT (9.084071159362793 45.43238067626953),node,,,,,
103,0.0,9.084319,1802111655,1496046985,45.432392,,4,,,,,,,,"Circolo dei Sardi ""Domo Nostra""",,,,,,community_centre,,,,,,,,,POINT (9.084319114685059 45.43239212036133),node,,,,,
104,0.0,9.318321,1804023931,1340809203,45.52668,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.318321228027344 45.52667999267578),node,,,,,
105,0.0,9.19711,1855779383,1594913413,45.46649,"{""wikidata"":""Q3982080"",""wheelchair"":""limited""}",6,,,,,,,,Teatro Nuovo,,,,,https://www.teatronuovo.it/,theatre,,,,,,,1938,it:Teatro Nuovo (Milano),POINT (9.197110176086426 45.46649169921875),node,,,,,
106,0.0,9.190981,1901845033,1346916431,45.46165,,1,,,,,,,,Top Down Nightclub,,,,,,nightclub,,,,,,,,,POINT (9.190980911254883 45.46165084838867),node,,,,,
107,0.0,9.370381,1902124773,1472891078,45.537643,"{""wheelchair"":""yes""}",2,,,,,,,,,,,,,,theatre,,,,,,,,,POINT (9.370381355285645 45.53764343261719),node,,,,,
108,0.0,9.247116,1919738049,1347952751,45.47897,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.247116088867188 45.47896957397461),node,,,,,
109,0.0,9.520447,1928086991,1348353685,45.52362,,1,,,,,,,,,,,,,,theatre,,,,,,,,,POINT (9.52044677734375 45.52362060546875),node,,,,,
110,0.0,8.91007,1931042087,1348515029,45.425777,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.910070419311523 45.425777435302734),node,,,,,
111,0.0,9.158775,1966853827,1633092455,45.359097,"{""lit"":""yes""}",3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.158775329589844 45.35909652709961),node,,,,,
112,0.0,9.201031,1977225057,1350858418,45.459435,"{""description"":""Cinema estivo""}",1,,,,,,,,Arena Umanitaria,,,,,,cinema,,,,,,,,,POINT (9.201030731201172 45.459434509277344),node,,,,,
113,0.0,9.203966,1977225059,1489237323,45.475372,"{""wikidata"":""Q3966087"",""wheelchair"":""yes""}",3,Milano,IT,2,,20124,Viale Vittorio Veneto,,Spazio Oberdan,,Provincia di Milano,+39 02 77406300,,http://www.provincia.milano.it/cultura/spazi/spaziooberdan/index.html,cinema,,,,,,,,it:Spazio Oberdan,POINT (9.20396614074707 45.475372314453125),node,,,,,
114,0.0,8.72207,2001400140,1485768183,45.54911,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (8.72206974029541 45.549110412597656),node,,,,,
115,0.0,9.391778,2009662532,1532174657,45.45589,,3,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.391777992248535 45.45589065551758),node,,,,,
116,0.0,9.192001,2061403098,1642277444,45.476173,"{""artist_name"":""Giannino Castiglioni"",""historic"":""monument"",""tourism"":""artwork"",""wikidata"":""Q55752855""}",3,,,,,,,,Fontana di San Francesco,,,,,,fountain,,,,,,,,,POINT (9.192001342773438 45.476173400878906),node,,,,,
117,0.0,9.206381,2065222330,1489237325,45.454144,"{""comment"":""Salone Pier Lombardo"",""wikidata"":""Q3981988""}",3,,,,,,,,Teatro Franco Parenti,,,,,,theatre,,,,,,,,it:Teatro Franco Parenti,POINT (9.206380844116211 45.45414352416992),node,,,,,
118,0.0,9.386159,2085786338,1356702193,45.4539,,1,,,,,,,,Centro sociale anziani,,Comune di Settala,,,,community_centre,,,,,,,,,POINT (9.38615894317627 45.45389938354492),node,,,,,
119,0.0,9.183112,2093146840,1460259738,45.4389,,2,,,52,,,Via Giovanni Pezzotti,,Rocket,,,,,,nightclub,,,,,,,,,POINT (9.183112144470215 45.438899993896484),node,,,,,
120,0.0,9.406317,2144758254,1446903375,45.532135,,2,,,,,,,,Fontana di San Francesco,,,,,,fountain,,,,,,,,,POINT (9.406316757202148 45.532135009765625),node,,,,,
121,0.0,9.501099,2146024522,1360278977,45.5761,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.5010986328125 45.57609939575195),node,,,,,
122,0.0,9.494468,2146048006,1360282498,45.591793,,1,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.494467735290527 45.591793060302734),node,,,,,
123,0.0,9.231159,2150139029,1486157316,45.43304,"{""phone_1"":""+39 339 409 0542""}",2,,,36,,20139,Via Fabio Massimo,,Karma,,,+39 346 383 1499,,http://www.karmamilano.it,nightclub,,,,,,,,,POINT (9.231159210205078 45.433040618896484),node,,,,,
124,0.0,9.403682,2171704138,1362574793,45.53618,,2,,,,,,,,,,,,,,fountain,,,,,,,,,POINT (9.403681755065918 45.53617858886719),node,,,,,
125,0.0,9.219901,2214966885,1609606782,45.49597,"{""description"":""sala giochi, sala slot""}",2,Milano,IT,82,,,Viale Monza,,Las Vegas,,,,,,gambling,,,,,,,,,POINT (9.219901084899902 45.4959716796875),node,,,,,
126,0.0,9.170947,2223277704,1364246229,45.4512,"{""alt_name"":""Sessantacinque metri quadri""}",1,,,,,,,,65 mq,,,,,,nightclub,,,,,,,,,POINT (9.170947074890137 45.45119857788086),node,,,,,
127,0.0,9.221577,2226451125,1550016442,45.44714,,2,Milano,,39,,20137,Via Giovanni Cadolini,,Goganga,,,,,,nightclub,,,,,,,,,POINT (9.221576690673828 45.447139739990234),node,,,,,
