,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,drinking_water,fountain,start_date,wikipedia,geometry,osm_type,building,social_facility,source
59,0.0,9.423303,1739073478,1336035563,44.269608,,1,,,,,,,Teatro Lavagnina,,,,,,theatre,,,,,POINT (9.42330265045166 44.26960754394531),node,,,
60,0.0,9.388054,1771951775,1600233364,44.419086,,3,,,,,,,Teatro Fabrizio De Andrè,,,,,,theatre,,,,,POINT (9.388053894042969 44.41908645629883),node,,,
61,0.0,8.94523,1864605669,1344880169,44.570866,,1,,,,,,,,,,,,,fountain,,,,,POINT (8.945229530334473 44.570865631103516),node,,,
62,0.0,9.102725,1869216345,1345154260,44.371655,,1,,,,,,,,,,,,,fountain,,,,,POINT (9.1027250289917 44.37165451049805),node,,,
63,0.0,9.105097,1891508504,1346420247,44.373356,,1,,,,,,,Teatro del Levante,,,,,,theatre,,,,,POINT (9.105096817016602 44.373355865478516),node,,,
64,0.0,9.392935,1941679463,1634477371,44.270077,,2,,,,,,,,,,,,,fountain,,,,,POINT (9.392934799194336 44.270076751708984),node,,,
65,0.0,8.909613,1962377173,1476362269,44.41809,,2,,,,,,,Associazione Nazionale Partigiani Italiani,,,,,,community_centre,,,,,POINT (8.909612655639648 44.4180908203125),node,,,
66,0.0,8.875385,2032681502,1540140897,44.414932,,2,,,,,,,,,,,,,fountain,,,,,POINT (8.875385284423828 44.41493225097656),node,,,
67,0.0,8.936111,2046954712,1354478370,44.40834,,1,,,,,,,Masnada,,,,,,nightclub,,,,,POINT (8.936111450195312 44.40834045410156),node,,,
68,0.0,8.935109,2046954719,1443087348,44.404823,,2,,,,,,,Tao Sushi and Disco,,,,,,nightclub,,,,,POINT (8.93510913848877 44.404823303222656),node,,,
69,0.0,8.935496,2178108475,1641112853,44.402336,"{""opening_hours:signed"":""no"",""wikidata"":""Q37155731""}",7,,,13 rosso,,Via Innocenzo Quarto,,Cinema Corallo,,,+39 010 586419,http://www.circuitocinemagenova.com/,,cinema,,,,,POINT (8.93549633026123 44.40233612060547),node,,,
70,0.0,8.777681,2281907841,1439998968,44.427837,,3,,,,,,,,,,,,,fountain,,,,,POINT (8.777681350708008 44.42783737182617),node,,,
71,0.0,8.648095,2286709470,1471302078,44.389446,,4,,,,,,,Centro culturale espositivo Alberto Sbragi,,,,,,community_centre,,,,,POINT (8.64809513092041 44.38944625854492),node,,,
72,0.0,8.93173,2299801682,1464776482,44.410038,,2,,,1,,Vico del Papa,,Laboratorio sociale di Vico Papa,,,,,,community_centre,,,,,POINT (8.931730270385742 44.410037994384766),node,,,
73,0.0,8.917701,2323486668,1452255729,44.415623,"{""historic"":""memorial""}",2,,,,,,,Fontana Nettuno,,,,,,fountain,,,,,POINT (8.91770076751709 44.41562271118164),node,,,
74,0.0,9.345173,2373297108,1372964964,44.305954,,2,,,,,,,chez vous,,,,,,nightclub,,,,,POINT (9.345172882080078 44.30595397949219),node,,,
75,0.0,8.938112,2483769716,1380989616,44.40901,,3,,,,,,,Myo Club,,,,,,nightclub,,,,,POINT (8.938112258911133 44.40901184082031),node,,,
76,0.0,8.937907,2620401938,1480171540,44.41112,"{""wikidata"":""Q3907408""}",3,Genova,,2,,Via Nicolò Bacigalupo,,Politeama Genovese,,,,,,theatre,,,,it:Politeama Genovese,POINT (8.937907218933105 44.4111213684082),node,,,
77,0.0,8.974809,2758096417,1396350236,44.452698,,1,Genova,,48,16138,Via Salvador Allende,,Teatro dell'Ortica,,Teatro dell'Ortica,,,http://www.teatrortica.it/,theatre,,,,,POINT (8.974808692932129 44.45269775390625),node,,,
78,0.0,9.104221,2791422546,1484567974,44.37213,"{""note"":""E' stata realizzata all'interno di una cabina tefonica dismessa"",""wheelchair"":""yes""}",2,,,,,,,Bibliocabina,,,,,,public_bookcase,,,,,POINT (9.10422134399414 44.37213134765625),node,,,
79,0.0,8.928061,2801237750,1464776482,44.412785,,2,,,7 rosso,,Vico della Croce Bianca,,Ghettup,,,,,http://ghettuptv.net/,community_centre,,,,,POINT (8.928060531616211 44.412784576416016),node,,,
80,0.0,8.9876175,2834012200,1399136915,44.443558,,1,,,,,,,,,,,,,fountain,,,,,POINT (8.987617492675781 44.44355773925781),node,,,
81,0.0,8.966383,2834100269,1399139482,44.40801,,1,,,,,,,Circolo Acli Santa Sabina,,,,,,social_centre,,,,,POINT (8.96638298034668 44.40800857543945),node,,,
82,0.0,8.973404,2843713235,1509189438,44.559387,"{""addr:province"":""Genova"",""description"":""Service audio, studio registrazione, sala prove, scuola di musica, grafica, montaggio video, CAD"",""payment:bitcoin"":""yes"",""studio"":""audio""}",7,Savignone,IT,68/2,16010,Via Guglielmo Marconi,,La Quinta del Lupo,,,,,http://laquintadellupo.it,studio,,,,,POINT (8.973403930664062 44.55938720703125),node,,,
83,0.0,8.99254,2992257794,1406987504,44.452274,,1,,,,,,,,,,,,,fountain,,,,,POINT (8.99254035949707 44.452274322509766),node,,,
84,0.0,8.9474745,3089872992,1411337598,44.432888,,1,,,,,,,,,,,,,fountain,,,,,POINT (8.947474479675293 44.43288803100586),node,,,
85,0.0,8.949694,3090351370,1411375530,44.429527,,1,,,,,,,,,,,,,fountain,,,,,POINT (8.94969367980957 44.429527282714844),node,,,
86,0.0,8.9488535,3091352925,1578409452,44.429165,,2,,,,,,,,,,,,,fountain,no,,,,POINT (8.948853492736816 44.42916488647461),node,,,
87,0.0,8.930091,3120670438,1412867280,44.406734,"{""min_age"":""18""}",1,,,,,,,Chiabrera,,,,,,cinema,,,,,POINT (8.93009090423584 44.406734466552734),node,,,
88,0.0,8.936253,3162330256,1414900911,44.405396,,1,,,,,,,Primocanale,,,,,,studio,,,,,POINT (8.93625259399414 44.4053955078125),node,,,
89,0.0,9.008621,3249785517,1419358058,44.446896,,1,,,,,,,Vogue,,,,,,nightclub,,,,,POINT (9.008621215820312 44.446895599365234),node,,,
90,0.0,8.9508915,3468419999,1429567476,44.612694,,1,,,,,,,Columbia,,,,,,cinema,,,,,POINT (8.950891494750977 44.612693786621094),node,,,
91,0.0,8.961296,3493465396,1430586109,44.408504,,1,,,,,,,,,,,,,fountain,,,,,POINT (8.961296081542969 44.408504486083984),node,,,
92,0.0,8.893459,3551985994,1432757745,44.408905,,1,,,,,,,Prestige Club,,,,,,stripclub,,,,,POINT (8.89345932006836 44.408905029296875),node,,,
93,0.0,8.938061,3609806321,1463122514,44.408775,"{""wheelchair"":""yes""}",2,,,,,,,Casa Mia,,,,,,nightclub,,,,,POINT (8.938060760498047 44.408775329589844),node,,,
94,0.0,9.323156,3610446816,1434965334,44.31814,,1,,,,,,,Cinema Mignon,,,,,,cinema,,,,,POINT (9.323156356811523 44.318138122558594),node,,,
95,0.0,8.931818,3614940800,1522649744,44.410328,"{""wheelchair"":""no""}",3,,,1,,Piazzetta Cambiaso,,Teatro Altrove,,,,,http://www.teatroaltrove.it/,theatre,,,,,POINT (8.931818008422852 44.41032791137695),node,,,
96,0.0,9.238744,3672459551,1439720886,44.56899,,4,,,,,,,Trogolo del Too (pronunciato tuu),,,,,,fountain,,,,,POINT (9.238743782043457 44.56898880004883),node,,,
97,0.0,9.220649,3689209963,1439472511,44.582535,,2,,,,,,,,,,,,,fountain,,,,,POINT (9.220648765563965 44.58253479003906),node,,,
98,0.0,9.221061,3689209964,1439204081,44.582508,,1,,,,,,,,,,,,,fountain,,,,,POINT (9.221060752868652 44.5825080871582),node,,,
99,0.0,9.250116,3695303538,1439471803,44.55448,"{""note"":""acqua fresca non clorata""}",1,,,,,,,Fontana del paese,,,,,,fountain,,,,,POINT (9.250116348266602 44.554481506347656),node,,,
100,0.0,9.257778,3709761912,1440271589,44.571434,,1,,,,,,,,,,,,,fountain,,,,,POINT (9.25777816772461 44.571434020996094),node,,,
101,0.0,9.266494,3709762446,1440271589,44.5701,,1,,,,,,,,,,,,,fountain,,,,,POINT (9.266493797302246 44.570098876953125),node,,,
102,0.0,9.21778,3722057413,1440969092,44.56178,,1,,,,,,,fontana non potabile,,,,,,fountain,,,,,POINT (9.217780113220215 44.5617790222168),node,,,
103,0.0,9.2182045,3722057465,1440969092,44.563335,,1,,,,,,,,,,,,,fountain,,,,,POINT (9.218204498291016 44.56333541870117),node,,,
104,0.0,9.054579,3760158230,1465159704,44.38025,,2,,,,,,,,,,,,,fountain,,,,,POINT (9.05457878112793 44.3802490234375),node,,,
105,0.0,8.928715,3761595164,1599434159,44.42624,"{""community_centre:for"":""senior""}",2,,,,,,,Club pensionati Oregina,,,,,,community_centre,,,,,POINT (8.928714752197266 44.426239013671875),node,,,
106,0.0,8.930156,3761878759,1443384722,44.403973,,1,,,25,,Via Mura delle Grazie,,262,,,,,,nightclub,,,,,POINT (8.930155754089355 44.40397262573242),node,,,
107,0.0,9.158973,3761906431,1467120534,44.51944,,2,,,,,,,,,,,,,fountain,,,,,POINT (9.15897274017334 44.519439697265625),node,,,
108,0.0,8.935124,3781263636,1444508774,44.407288,,1,,,,,,,Telenord,,,,,,studio,,,,,POINT (8.935124397277832 44.40728759765625),node,,,
109,0.0,8.960714,3830690543,1594289112,44.408108,,2,,,,,,,Centro Sociale Anziani AUSER Bassa Val Bisagno,,,,,,community_centre,,,,,POINT (8.960714340209961 44.40810775756836),node,,,
110,0.0,8.947182,3890133736,1450002408,44.39875,,1,,,,,,,AUSER San Nazaro,,,,,,community_centre,,,,,POINT (8.947181701660156 44.39875030517578),node,,,
111,0.0,8.947124,3890212522,1450006043,44.398777,,1,,,,,,,Club Elettronica Informatica,,,,,,community_centre,,,,,POINT (8.947123527526855 44.39877700805664),node,,,
112,0.0,8.929822,3958138724,1508677429,44.40886,,2,Genova,,20 rosso,16123,Piazza De Marini,,Centro Banchi,,,+39 010 2472506,,http://www.centrobanchi.it/,community_centre,,,,,POINT (8.929821968078613 44.40885925292969),node,,,
113,0.0,8.925846,3962414572,1453585028,44.447773,,1,,,227,,Via Pierino Negrotto Cambiaso,,Società Operaia Cattolica Santa Caterina,,,,,,community_centre,,,,,POINT (8.925846099853516 44.44777297973633),node,,,
114,0.0,9.052422,4004633410,1465154575,44.38091,"{""community_centre:for"":""athlete""}",2,,,21 rosso,,Via Aurelia,,Società Sportiva Sant'Ilario,,,,,,community_centre,,,,,POINT (9.052421569824219 44.38090896606445),node,,,
115,0.0,8.931898,4073590024,1458661613,44.40534,"{""alt_name"":""Teatro della Tosse Sala Agor\u00E0""}",1,,,9,,Vico di San Donato,,Teatro La Claque in Agorà,,,,,,theatre,,,,,POINT (8.93189811706543 44.405338287353516),node,,,
116,0.0,8.681025,4138932290,1461255758,44.40153,"{""alt_name"":""ANA""}",3,,,,,,,Associazione Nazionale Alpini,,,,,,community_centre,,,,,POINT (8.681024551391602 44.40153121948242),node,,,
117,0.0,8.931505,4144013789,1549660165,44.41046,"{""community_centre:for"":""child"",""contact:website"":""http://www.coopillaboratorio.com/il-formicaio/""}",5,,,6,,Piazza della Cernaia,,Il formicaio,,Cooperativa Il laboratorio,,,,community_centre,,,,,POINT (8.93150520324707 44.41046142578125),node,,,
118,0.0,8.661431,4176649162,1488557722,44.403557,"{""short_name"":""E.R.A.""}",4,,,,,,,European Radio Amateur,,,,,,community_centre,,,,,POINT (8.661431312561035 44.40355682373047),node,,,
119,0.0,8.661425,4176649163,1488557722,44.403446,,3,,,,,,,Gruppo Comunale di Protezione Civile ed antincendio boschivo,,Comune di Arenzano,+39 010 9110509,,,community_centre,,,,,POINT (8.66142463684082 44.403446197509766),node,,,
120,0.0,8.939094,4194405289,1531750089,44.40569,,3,,,15 Rrosso,,Salita Salvatore Viale,,Sauna Aqua Club,We-Mo 15:00-20:00,,,,,nightclub,,,,,POINT (8.939093589782715 44.40568923950195),node,,,
121,0.0,8.980265,4200470837,1463934563,44.45692,,1,,,,,,,Circolo Ricreativo Culturale via Sertoli,,,,,www.crcsertoli.net,community_centre,,,,,POINT (8.980264663696289 44.4569206237793),node,,,
122,0.0,8.930896,4218832542,1600369825,44.4098,"{""social_facility:for"":""senior""}",3,,,5r,,Piazza dei Greci,,Spazio anziani - Caffè di Oz,,S.A.B.A.,,,,community_centre,,,,,POINT (8.930895805358887 44.4098014831543),node,,,
123,0.0,8.929915,4218858523,1464791475,44.411304,"{""community_centre:for"":""juvenile""}",2,,,15,,Via San Luca,,Street Up,,Associazione il cesto,,,,community_centre,,,,,POINT (8.929915428161621 44.41130447387695),node,,,
124,0.0,8.929897,4218907836,1569315198,44.414143,"{""alt_name"":""CSE Facarabina"",""community_centre:for"":""child"",""short_name"":""CSE""}",2,,,7,,Via Vallechiara,,C.S.E. Fatacarabina,,,,,,community_centre,,,,,POINT (8.92989730834961 44.41414260864258),node,,,
125,0.0,8.930581,4218931912,1519996580,44.414906,"{""community_centre:for"":""child""}",3,,,,,,,Centro La Salle,,La Salle,,,,community_centre,,,,,POINT (8.930581092834473 44.4149055480957),node,,,
126,0.0,8.929089,4219177859,1464784946,44.411583,"{""community_centre:for"":""child""}",1,,,3,,Vico a destra di San Pancrazio,,Pow Wow,,,,,,community_centre,,,,,POINT (8.929088592529297 44.411582946777344),node,,,
127,0.0,8.930551,4219389848,1516096767,44.4115,"{""community_centre:for"":""child"",""description"":""Centro di accoglienza diurna per bimbi da 0 a 18 mesi.""}",3,,,,,,,La scaletta,,Associazione Shalom o.n.l.u.s.,,,,community_centre,,,,,POINT (8.930550575256348 44.4114990234375),node,,,
128,0.0,8.92422,4219440885,1464793266,44.41545,"{""community_centre:for"":""child""}",1,,,,,,,La staffetta,,,,,,community_centre,,,,,POINT (8.924220085144043 44.41545104980469),node,,,
129,0.0,8.961323,4226685219,1465130956,44.44492,"{""community_centre:for"":""juvenile""}",1,,,,,,,Centro Sociale Occupato Autogestito Pinelli,,,,,,community_centre,,,,,POINT (8.961322784423828 44.44491958618164),node,,,
130,0.0,8.956857,4267925993,1467027314,44.41675,,1,,,,,,,"Circolo FISAL ""Floris""",,,,,,community_centre,,,,,POINT (8.956856727600098 44.416751861572266),node,,,
131,0.0,9.1544075,4272285252,1467234811,44.349983,"{""old_name"":""Casa del popolo Bendetto 16""}",1,,,,,,,Salone parrocchiale S. Maria Assunta,,,,,,theatre,,,,,POINT (9.154407501220703 44.34998321533203),node,,,
132,0.0,9.160711,4272336098,1467238112,44.3459,,1,,,,,,,Salone parrocchiale,,,,,,community_centre,,,,,POINT (9.160711288452148 44.34590148925781),node,,,
133,0.0,8.929263,4283899129,1485111241,44.413155,"{""community_centre:for"":""child;juvenile""}",2,,,,,,,Oratorio San Filippo,,,,,,community_centre,,,,,POINT (8.9292631149292 44.41315460205078),node,,,
134,0.0,8.933425,4296913943,1468263929,44.405663,,1,,,26,,Salita del Prione,,Centro civico Remigio Zena,,,,,,community_centre,,,,,POINT (8.933424949645996 44.405662536621094),node,,,
135,0.0,9.150825,4329923963,1469997828,44.39106,,1,,,,,,,Centro sociale di Testana,,,,,,community_centre,,,,,POINT (9.150824546813965 44.39105987548828),node,,,
136,0.0,9.164022,4329923964,1469997829,44.38768,,1,,,78,,Via Leonardo da Vinci,,Società cattolica San Pietro,,,,,,community_centre,,,,,POINT (9.164022445678711 44.38768005371094),node,,,
