,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,website,amenity,drinking_water,fountain,gambling,source,geometry,osm_type,building,start_date,wikipedia,building:levels
50,0.0,11.0432415,2700454060,1431026850,45.434063,,3,,,,,,,,,,,,,fountain,,,,,POINT (11.043241500854492 45.43406295776367),node,,,,
51,0.0,10.992971,2710784737,1432487478,45.410614,,2,,,,,,,Teatro Blu,,,,,,theatre,,,,,POINT (10.992971420288086 45.410614013671875),node,,,,
52,0.0,10.888866,2987429785,1437384945,45.432076,"{""historic"":""memorial""}",2,,,,,,,,,,,,,fountain,,,,,POINT (10.888866424560547 45.43207550048828),node,,,,
53,0.0,10.864513,2989532864,1643800087,45.43947,,6,Lugagnano di Sona,IT,1,37060,Via Trentino,,The Space Cinemas,,,,,http://www.thespacecinema.it/portal/default/cinema/verona#!tab=programmazione,cinema,,,,,POINT (10.864513397216797 45.43946838378906),node,,,,
54,0.0,11.23754,3202006816,1416767950,45.527252,,1,,,,,,,Teatro Parrocchiale di Castello,,,,,,theatre,,,,,POINT (11.237540245056152 45.527252197265625),node,,,,
55,0.0,11.210693,3214419210,1417455216,45.193222,,1,,,,,,,Cinema Principe,,,,,,cinema,,,,,POINT (11.210693359375 45.19322204589844),node,,,,
56,0.0,10.903518,3429291809,1427832283,45.655167,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.903517723083496 45.65516662597656),node,,,,
57,0.0,10.788403,3430965841,1427932166,45.55135,,1,,,25,,Via San Pieretto,,African Suite Lounge Bar,,,,,,nightclub,,,,,POINT (10.788402557373047 45.55134963989258),node,,,,
58,0.0,10.844785,3611275941,1634579914,45.352085,,3,,,,,,,,,,,,,fountain,,,,,POINT (10.8447847366333 45.35208511352539),node,,,,
59,0.0,11.133594,3649266845,1436806202,45.65677,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.133593559265137 45.656768798828125),node,,,,
60,0.0,10.883235,3664716727,1437752695,45.3505,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.883234977722168 45.35049819946289),node,,,,
61,0.0,11.11301,3742382518,1442221367,45.565655,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.11301040649414 45.56565475463867),node,,,,
62,0.0,10.992252,3761954454,1443388704,45.574547,,1,,,,,,,Circolo NOI,,,,,,community_centre,,,,,POINT (10.992252349853516 45.574546813964844),node,,,,
63,0.0,10.896335,3805323234,1445961456,45.416794,,1,,,,,,,Auditorium Mirella Urbani,,,,,,theatre,,,,,POINT (10.896334648132324 45.41679382324219),node,,,,
64,0.0,11.041667,4131342244,1610439867,45.52329,,2,,,,,,,,,,,,,fountain,,,,,POINT (11.041666984558105 45.52328872680664),node,,,,
65,0.0,11.012867,4218697990,1464784186,45.43496,,2,,,12,,Via Nicolò Giolfino,,Liquid Club,,,,,,nightclub,,,,,POINT (11.012866973876953 45.434959411621094),node,,,,
66,0.0,10.790923,4318891921,1469402159,45.330772,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.790923118591309 45.330772399902344),node,,,,
67,0.0,10.974413,4553750146,1586110860,45.409927,,3,Verona,IT,1,37135,Via Lussemburgo,berfis@berfis.com,Berfi's Srl,,,+39 045 508024,,http://www.berfis.com,nightclub,,,,,POINT (10.97441291809082 45.40992736816406),node,,,,
68,0.0,10.881591,4682463581,1486937102,45.51675,,1,,,,,,,,,,,,,theatre,,,,,POINT (10.881590843200684 45.51675033569336),node,,,,
69,0.0,10.939183,4828665339,1493642222,45.316677,,1,,,,,,,Sala della comunità,,,,,,theatre,,,,,POINT (10.939183235168457 45.31667709350586),node,,,,
70,0.0,11.0903015,4830241834,1493709601,45.609207,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.090301513671875 45.60920715332031),node,,,,
71,0.0,11.018199,4917662821,1571292493,45.523346,"{""toilets:wheelchair"":""yes"",""wheelchair"":""yes""}",3,Grezzana,,2,37023,Via del lavoro,,Verona Fablab,,,,,https://www.veronafablab.it/,community_centre,,,,,POINT (11.01819896697998 45.523345947265625),node,,,,
72,0.0,10.728282,5183405376,1593427251,45.483807,"{""lit"":""yes""}",3,,,,,,,,,,,,,fountain,no,nozzle,,,POINT (10.72828197479248 45.48380661010742),node,,,,
73,0.0,10.844096,5442814968,1577574652,45.353237,"{""toilets:wheelchair"":""yes"",""wheelchair"":""yes""}",3,,,,,,,Metropol,,,,,,cinema,,,,,POINT (10.844096183776855 45.35323715209961),node,,,,
74,0.0,11.383301,5472340402,1520842227,45.30896,,1,Cologna Veneta,IT,10,37044,Via Papesso,,Cinema Teatro Contardo Ferrini,,,,,,cinema,,,,,POINT (11.38330078125 45.3089599609375),node,,,,
75,0.0,11.105749,5480104017,1521110833,45.51751,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.105749130249023 45.51750946044922),node,,,,
76,0.0,11.212143,5783333258,1618732975,45.19298,"{""description"":""Locale invernale aperto da settembre a maggio \nUna bellissima discoteca situata da sempre  in centro del paese di Cerea "",""min_age"":""16"",""opening_hours:covid19"":""same"",""payment:cash"":""yes"",""payment:credit_cards"":""yes"",""payment:debit_cards"":""yes"",""payment:telephone_cards"":""yes"",""smoking"":""isolated""}",3,Cerea,,18,37053,Via 25 Aprile,info@caribe.it,Caribe,We-Su 20:20-04:00,,+393491575361,,http://www.caribe.it,nightclub,,,,,POINT (11.212142944335938 45.1929817199707),node,,,,
77,0.0,11.019269,5784422900,1532529728,45.4416,,1,Verona,,17,37131,Via Girolamo Fracastoro,,Cinema Teatro Aurora,,,+39 045 840 3440,,,cinema,,,,https://www.openstreetmap.org/note/1394064,POINT (11.019268989562988 45.44160079956055),node,,,,
78,0.0,10.953406,5983693564,1539538704,45.627495,,1,,,,,,,Teatro comunale,,,,,,theatre,,,,,POINT (10.95340633392334 45.62749481201172),node,,,,
79,0.0,10.746902,6107363701,1543614076,45.47393,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.746902465820312 45.47393035888672),node,,,,
80,0.0,10.746939,6107363702,1543614076,45.47367,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.746938705444336 45.473670959472656),node,,,,
81,0.0,10.74618,6107363774,1543614077,45.47556,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.746179580688477 45.47555923461914),node,,,,
82,0.0,10.959446,6190527802,1548011129,45.402668,,2,,,26,,Strada La Rizza,info@nexusnaturist.it,Nexus club,,,,,http://www.nexusnaturist.it,swingerclub,,,,,POINT (10.95944595336914 45.40266799926758),node,,,,
83,0.0,10.937009,6361476025,1553561374,45.60052,,1,,,,,,,,,,,,,fountain,yes,,,,POINT (10.93700885772705 45.600521087646484),node,,,,
84,0.0,11.207436,6363684930,1553640922,45.58595,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.207435607910156 45.5859489440918),node,,,,
85,0.0,10.829947,6376871157,1554156023,45.527077,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.829947471618652 45.527076721191406),node,,,,
86,0.0,10.841481,6376871158,1554156023,45.53006,,1,,,,,,,,,,,,,fountain,yes,,,,POINT (10.84148120880127 45.530059814453125),node,,,,
87,0.0,11.008717,6417016339,1555709911,45.6158,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.008716583251953 45.61579895019531),node,,,,
88,0.0,10.724439,6423149196,1556020669,45.443394,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.724438667297363 45.44339370727539),node,,,,
89,0.0,10.915783,6680879790,1588238497,45.390083,"{""brand"":""Bookcrossing"",""description"":""Il contenitore si trova nell'angolo nord del Parco Giuseppe Antonelli"",""lit"":""yes"",""mapillary"":""SjGljrFRTWr9U_JezlWFkw"",""public_bookcase:type"":""reading_box"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",7,Dossobuono,IT,,37062,Via Stazione,,Parco Giuseppe Antonelli,24/7,,,,,public_bookcase,,,,,POINT (10.915782928466797 45.39008331298828),node,,,,
90,0.0,11.267552,6731344110,1566381094,45.395317,"{""denomination"":""catholic"",""religion"":""christian""}",1,,,,,,,Centro San Giovanni Bosco,,,,,,community_centre,,,,,POINT (11.267552375793457 45.39531707763672),node,,,,
91,0.0,10.704923,6732069226,1612119591,45.576935,"{""wikidata"":""Q27994869""}",2,,,,,,,Fontana dei giardinetti di via San Carlo,,,,,,fountain,no,,,,POINT (10.704922676086426 45.576934814453125),node,,,,
92,0.0,11.271439,6766094658,1567424849,45.39553,,1,,,,,,,Punto Gioco San Bonifacio,,,,,,gambling,,,,,POINT (11.271438598632812 45.395530700683594),node,,,,
93,0.0,10.668876,6770350444,1567578035,45.44693,,2,,,,,,,,,,,,,fountain,,,,,POINT (10.668875694274902 45.446929931640625),node,,,,
94,0.0,11.121413,6795025664,1568464048,45.256676,"{""brand"":""Bookcrossing"",""capacity"":""80"",""indoor"":""yes"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",4,Bovolone,IT,1,37051,Piazza Costituzione,,Pro Loco Bovolone,"Mo-Fr 08:30-12:30; We,Th 14:30-18:30",Pro Loco Bovolone,,,,public_bookcase,,,,,POINT (11.121413230895996 45.256675720214844),node,,,,
95,0.0,10.85087,6819770065,1623074882,45.474342,,2,,,,,,,,,,,,,fountain,,,,,POINT (10.850870132446289 45.474342346191406),node,,,,
96,0.0,10.852271,6819770066,1569325788,45.47457,"{""lit"":""no""}",1,,,,,,,,,,,,,fountain,,,,,POINT (10.85227108001709 45.474571228027344),node,,,,
97,0.0,10.981857,6973383407,1617184351,45.453087,"{""description"":""Lo scaffale si trova nella sala d'aspetto del Pronto Soccorso"",""indoor"":""yes"",""lit"":""yes"",""mapillary"":""NkyaaO-B4lDDqCW1WhPfQA"",""public_bookcase:type"":""shelf"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",5,Verona,IT,,,Lungadige Attiraglio,,,24/7,,,,,public_bookcase,,,,,POINT (10.981857299804688 45.453086853027344),node,,,,
98,0.0,11.013104,6986482997,1574061567,45.43911,"{""wheelchair"":""no""}",1,,,,,,,Camploy,,,,,,theatre,,,,,POINT (11.013104438781738 45.439109802246094),node,,,,
99,0.0,10.90828,7087767994,1577433022,45.517902,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.908280372619629 45.51790237426758),node,,,,
100,0.0,11.049195,7113274886,1578355351,45.435352,"{""name:en"":""San Michele Sport Centre"",""name:it"":""A. D. Polisportiva San Michele""}",1,,,6,37132,Via Giuseppe Belluzzo,pol_sanmichele@virgilio.it,Polisportiva San Michele,,,+39 045 972530,,https://adpolisportivasanmichele.altervista.org/,community_centre,,,,,POINT (11.049195289611816 45.43535232543945),node,,,,
101,0.0,11.029532,7113861665,1588238497,45.62182,"{""brand"":""Bookcrossing"",""description"":""La cassetta si trova a destra dell'ingresso dell'erboristeria."",""lit"":""yes"",""mapillary"":""hR2cGfBwz7veBPfVOiIxnA"",""outdoor"":""yes"",""public_bookcase:type"":""movable_cabinet"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",4,Bosco Chiesanuova,IT,20,37021,Piazza della Chiesa,,Erboristeria Sauro,"Mo-Su 09:00-12:00,14:30-19:00",,,,,public_bookcase,,,,,POINT (11.029532432556152 45.62181854248047),node,,,,
102,0.0,10.918336,7168646421,1580284751,45.503166,,1,,,,,,,Giovanni Paolo II,,,,,,theatre,,,,,POINT (10.918335914611816 45.50316619873047),node,,,,
103,0.0,10.73464,7204350426,1588238497,45.35586,"{""description"":""La cassetta si trova a destra dell'ingresso della biblioteca, lungo la cancellata."",""lit"":""yes"",""mapillary"":""NELU7TAyUoVJ2VXBJLfhNg"",""outdoor"":""yes"",""public_bookcase:type"":""reading_box"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",4,Valeggio sul Mincio,IT,,37067,Via Antonio Murari,,Biblioteca Comunale Valeggio,24/7,,,,,public_bookcase,,,,,POINT (10.734640121459961 45.35586166381836),node,,,,
104,0.0,10.960916,7411138781,1587045705,45.44407,"{""studio"":""video""}",1,,,,,,,flipdesign,,,,,http://www.flipdesign.it,studio,,,,,POINT (10.960915565490723 45.444068908691406),node,,,,
105,0.0,10.922453,7511034402,1589364540,45.3727,"{""brand"":""Bookcrossing"",""description"":""Il contenitore si trova nel lato sud del Parco del Donatore"",""mapillary"":""p3Zf5uUYBCt-UcdzGMgyBA"",""public_bookcase:type"":""reading_box"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",2,Alpo,IT,,37062,Via Don Antonio Provolo,,Parco del Donatore,24/7,,,,,public_bookcase,,,,,POINT (10.922452926635742 45.37269973754883),node,,,,
106,0.0,11.135815,7887149269,1599566645,45.3748,,1,,,,,,,Fontana Zevio,,,,,,fountain,,,,,POINT (11.135814666748047 45.37480163574219),node,,,,
107,0.0,11.028659,7928059407,1600687766,45.60214,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.028658866882324 45.60213851928711),node,,,,
108,0.0,10.948551,7966539135,1646131974,45.44978,"{""brand"":""Bookcrossing"",""description"":""Lo scafafle si trova nella sala d'aspetto 2 al piano terra."",""lit"":""yes"",""public_bookcase:type"":""shelf"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes"",""wikimedia_commons"":""File:Scaffale bookcrossing CEMS Verona.jpg""}",3,,,,,,,CEMS,,,,,,public_bookcase,,,,,POINT (10.948551177978516 45.44977951049805),node,,,,
109,0.0,10.8477955,8013836785,1627228310,45.395504,"{""smoking"":""isolated""}",2,Sommacampagna,IT,29B,37066,Via dell'Industria,,Flair House,Fr-Sa 21:00-04:00; Mo 21:00-03:00,,,,,nightclub,,,,,POINT (10.847795486450195 45.395503997802734),node,,,,
110,0.0,11.31119,8084281160,1604574485,45.19239,"{""air_conditioning"":""yes"",""opening_hours:covid19"":""closed"",""payment:cash"":""yes"",""screen"":""1"",""wheelchair"":""yes""}",1,Legnago,,11,37045,Via Marsala,infocineforumsalus@gmail.com,Cinema teatro Salus,,,,,,cinema,,,,,POINT (11.311189651489258 45.19239044189453),node,,,,
111,0.0,10.7271185,8096221215,1604912374,45.60637,,1,,,,,,,,,,,,,fountain,no,,,,POINT (10.727118492126465 45.60636901855469),node,,,,
112,0.0,11.192618,8219774817,1607693730,45.181538,,1,,,,,,,RADIO R.C.S.,,,,,,studio,,,,,POINT (11.192618370056152 45.18153762817383),node,,,,
113,0.0,10.809122,8358184223,1611511562,45.766277,,1,,,,,,,Lacaòr Teatro all'aperto,,,,,,theatre,,,,,POINT (10.809122085571289 45.76627731323242),node,,,,
114,0.0,11.384741,8373436882,1611871704,45.311058,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.384740829467773 45.311058044433594),node,,,,
115,0.0,11.248278,8488224680,1614931374,45.420742,"{""description"":""I contenitori si trovano su un lato della Tabaccheria"",""lit"":""yes"",""public_bookcase:type"":""wooden_cabinet"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes""}",1,Soave,IT,,37038,Piazza Mercato dei Grani,,Piazza Mercato dei Grani,24/7,,,,,public_bookcase,,,,,POINT (11.24827766418457 45.42074203491211),node,,,,
116,0.0,10.70941,8574580330,1617096634,45.4561,,1,,,,,,,Nave dei Corsari,,,,V,,theatre,,,,,POINT (10.709409713745117 45.45610046386719),node,,,,
117,0.0,10.712939,8574580331,1617096634,45.45559,,1,,,,,,,Albero di prezzemolo,,,,VII,,theatre,,,,,POINT (10.712939262390137 45.455589294433594),node,,,,
118,0.0,10.70858,8574580332,1617096634,45.457,,1,,,,,,,La valle dei Re,,,,VIII,,theatre,,,,,POINT (10.708580017089844 45.457000732421875),node,,,,
119,0.0,11.159463,8636065955,1645374954,45.47293,,2,,,,,,,Fontana di Mezzo Monte,,,,,,fountain,,,,,POINT (11.159462928771973 45.472930908203125),node,,,,
120,0.0,10.996786,8741651811,1621326447,45.380936,,1,,,,,,info@discotecadoriangray.it,,,,+39 045 540206,,https://www.discotecadoriangray.it/,nightclub,,,,,POINT (10.996786117553711 45.38093566894531),node,,,,
121,0.0,10.72888,8838207060,1623835238,45.48501,,1,,,,,,,,,,,,,fountain,,,,,POINT (10.728879928588867 45.485008239746094),node,,,,
122,0.0,10.7314415,8864986927,1624602220,45.50493,,1,Lazise,,13,37017,Piazzetta A. Partenio,,Dogana Veneta,,,,,https://www.doganaveneta.it,events_venue,,,,,POINT (10.731441497802734 45.50492858886719),node,,,,
123,0.0,10.985813,8909889174,1625928091,45.403328,,1,Verona,IT,12,37135,Via Luciano Marchi,,37100 Lab,,,,,https://37100lab.comune.verona.it/,community_centre,,,,,POINT (10.98581314086914 45.40332794189453),node,,,,
124,0.0,11.026371,9048288757,1630331042,45.58272,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.026371002197266 45.58272171020508),node,,,,
125,0.0,11.047698,9075987078,1631179767,45.571674,,1,,,,,,,,,,,,,fountain,,,,,POINT (11.047698020935059 45.57167434692383),node,,,,
126,0.0,10.838538,9146364618,1634393544,45.348167,"{""description"":""Lo scaffale si trova al piano rialzato a sinistra dell'ingresso al blocco C"",""indoor"":""yes"",""lit"":""yes"",""public_bookcase:type"":""shelf"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes"",""wikimedia_commons"":""File:Bookcase_presso_Ospedale_Magalini.jpg""}",2,Villafranca di Verona,IT,5,37069,Via Ospedale Marcello Magalini,,,24/7,,,,,public_bookcase,,,,,POINT (10.83853816986084 45.348167419433594),node,,,,
127,0.0,10.829954,9149363792,1633449061,45.560318,"{""description"":""Il contenitore si trova a lato della pista ciclabile Terra dei Forti"",""public_bookcase:type"":""reading_box"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes"",""wikimedia_commons"":""File:Bookcase_Terra_dei_Forti_1.jpg""}",1,Rivalta di Brentino Belluno,IT,,,,,Pista ciclabile Terra dei Forti,24/7,,,,,public_bookcase,,,,,POINT (10.829954147338867 45.56031799316406),node,,,,
128,0.0,10.8807955,9149363795,1633449061,45.633343,"{""description"":""Il contenitore si trova a lato della pista ciclabile Terra dei Forti"",""public_bookcase:type"":""reading_box"",""reuse:policy"":""free_to_take_or_give"",""wheelchair"":""yes"",""wikimedia_commons"":""File:Bookcase_Terra_dei_Forti.jpg""}",1,Rivalta di Brentino Belluno,IT,,,,,Pista ciclabile Terra dei Forti,24/7,,,,,public_bookcase,,,,,POINT (10.8807954788208 45.63334274291992),node,,,,
