,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,amenity,drinking_water,office,source,start_date,wikipedia,geometry,osm_type,building,building:levels,fountain,internet_access
0,0.0,11.715644,246493836,1273231987,44.355705,,3,,,,,,,Cinema Cristallo,,,,,cinema,,,,,,POINT (11.715643882751465 44.35570526123047),node,,,,
1,0.0,11.372026,251309388,1461459532,44.649662,,8,,,,,,,"Centro Sociale ""Falcone e Borsellino""",,,,,community_centre,,association,,,,POINT (11.372026443481445 44.649662017822266),node,,,,
2,0.0,11.182697,251440280,1456693135,44.636086,"{""tourism"":""attraction""}",11,San Giovanni in Persiceto,IT,1,40017,Vicolo Baciadonne,,Planetario,,,,,planetarium,,,,,,POINT (11.182697296142578 44.636085510253906),node,,,,
3,0.0,11.361635,295521061,1614985515,44.573307,"{""payment:cash"":""yes"",""payment:coins"":""yes"",""wheelchair"":""limited""}",8,Castel Maggiore,,10/c,40013,Via Lirone,justplaybolo@gmail.com,Ludoteca Just Play Bologna,Mo 21:00-23:30; We 21:00-23:30; Th 16:30-19:30,,,https://www.justplaybo.it,community_centre,,,,,,POINT (11.361635208129883 44.573307037353516),node,,,,
4,0.0,11.421102,297333557,1456681272,44.636578,,2,,,,,,,TeZe,,,,,theatre,,,,,,POINT (11.421101570129395 44.63657760620117),node,,,,
5,0.0,11.705799,354883958,1539860363,44.3508,,4,Imola,,18,40026,Via Livia Venturini,,Teatro dell'Osservanza,,,+39 0542 25860,https://www.teatrostignani.it/spettacoli-teatro,theatre,,,,,,POINT (11.705799102783203 44.350799560546875),node,,,,
6,0.0,11.348369,411366235,1489163079,44.488636,"{""wheelchair"":""yes"",""wikidata"":""Q3516753""}",5,,,,,,,Teatro Eleonora Duse,,,,,theatre,,,,,it:Teatro Duse (Bologna),POINT (11.348368644714355 44.4886360168457),node,,,,
7,0.0,11.360039,440951322,1247435717,44.546364,,1,,,,,,,Sala Centofiori,,,,,theatre,,,,,,POINT (11.360038757324219 44.546363830566406),node,,,,
8,0.0,11.304699,441130576,1247482337,44.71514,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.304698944091797 44.71514129638672),node,,,,
9,0.0,11.307116,441130619,1544390605,44.713875,"{""wikidata"":""Q28001207""}",3,,,,,,,Teatro comunale Alice Zeppilli,,,,,theatre,,,,,,POINT (11.30711555480957 44.71387481689453),node,,,,
10,0.0,11.341936,506738736,1615634668,44.494896,"{""artist_name"":""Tommaso Laureti"",""artwork_type"":""sculpture"",""tourism"":""artwork"",""wikidata"":""Q3747327"",""wikimedia_commons"":""Category:Fontana Vecchia (Bologna)""}",10,,,,,Via Ugo Bassi,,Fontana vecchia,,,,,fountain,,,,1563,it:Fontana Vecchia (Bologna),POINT (11.341936111450195 44.494895935058594),node,,,,
11,0.0,11.13802,531294965,1542752533,44.657093,,4,Sant'Agata Bolognese,IT,2,40019,Via De Gasperi,,CineCì,,,,,cinema,,,,,,POINT (11.138019561767578 44.6570930480957),node,,,,
12,0.0,11.412091,665610277,1268524764,44.700043,,1,,,,,,,Il Casale,,,,,community_centre,,,,,,POINT (11.412091255187988 44.700042724609375),node,,,,
13,0.0,11.710984,721933814,1615634668,44.354946,"{""contact:facebook"":""http://www.facebook.com/teatrostignani"",""wikidata"":""Q3982229"",""wikimedia_commons"":""Category:Teatro comunale (Imola)""}",13,Imola,,1,40026,Via Giuseppe Verdi,teatro@comune.imola.bo.it,Teatro comunale Ebe Stignani,,,+39 0542 602600,https://www.teatrostignani.it/,theatre,,,Bing,,it:Teatro comunale Ebe Stignani,POINT (11.710984230041504 44.35494613647461),node,,,,
14,0.0,11.72015,762086544,1511343112,44.337635,"{""highway"":""turning_loop""}",3,,,,,,,,,,,,fountain,,,,,,POINT (11.720149993896484 44.3376350402832),node,,,,
15,0.0,11.39619,787858612,1277403401,44.65875,"{""alt_name"":""Comunit\u00E0 Maranatha""}",1,,,,,,,Comunità Maranà-tha,,,,http://www.maranacom.it/,community_centre,,,,,,POINT (11.39618968963623 44.658748626708984),node,,,,
16,0.0,11.112686,811406731,1544870463,44.282753,,2,,,,,,,Nuovo,,,,,cinema,,,,,,POINT (11.112686157226562 44.282752990722656),node,,,,
17,0.0,11.269124,853173714,1541949009,44.4844,"{""wheelchair"":""yes""}",7,,,,40033,Via Aldo Moro,,Uci Cinemas,,,,,cinema,,,,,,POINT (11.269124031066895 44.48440170288086),node,,,,
18,0.0,11.276547,853180294,1546522700,44.477585,"{""wheelchair"":""yes"",""wikidata"":""Q55672767""}",5,Casalecchio di Reno,,1,40033,Piazza del Popolo,,Laura Betti,,,,http://www.teatrocasalecchio.it,theatre,,,,,,POINT (11.2765474319458 44.47758483886719),node,,,,
19,0.0,11.71253,884222814,1641477142,44.3555,"{""name:etymology:wikidata"":""Q3771421""}",4,,,,,,,Fontana Giuseppe Scarabelli,,,,,fountain,,,,,,POINT (11.712530136108398 44.355499267578125),node,,,,
20,0.0,11.313301,964932949,1382104437,44.501442,"{""wheelchair"":""yes""}",2,,,,,,,Cinema Orione,,,,,cinema,,,,,,POINT (11.313301086425781 44.501441955566406),node,,,,
21,0.0,11.342549,1195161496,1544390603,44.4972,"{""wheelchair"":""yes"",""wikidata"":""Q24942724""}",4,,,,,,,Teatro Auditorium Manzoni,,,,,theatre,,,,,,POINT (11.342549324035645 44.49720001220703),node,,,,
22,0.0,11.324489,1203720503,1300225572,44.271664,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.324488639831543 44.271663665771484),node,,,,
23,0.0,11.533553,1213592776,1312631218,44.64553,,2,,,,,,,Santa Maria,,,,,cinema,,,,,,POINT (11.533553123474121 44.645530700683594),node,,,,
24,0.0,11.452399,1216084409,1362933723,44.618515,,3,,,,,,,Mandrioli,,,+39 051 6605013,,cinema,,,,,,POINT (11.452399253845215 44.61851501464844),node,,,,
25,0.0,11.340638,1312716242,1489163088,44.495895,"{""cinema:3D"":""yes"",""wheelchair"":""limited"",""wikidata"":""Q3982057""}",4,,,,,,,Cinema Medica Palace,,,,http://www.medicapalace.it/,cinema,,,,,it:Teatro Medica Palace,POINT (11.340638160705566 44.49589538574219),node,,,,
26,0.0,11.352133,1312812764,1322047225,44.58061,,2,,,,,,,Teatro Biagi D'Antona,,,,,theatre,,,,,,POINT (11.352132797241211 44.58060836791992),node,,,,
27,0.0,11.34354,1477942362,1489163090,44.49969,"{""wheelchair"":""limited"",""wikidata"":""Q965331""}",5,,,,,,,Teatro Arena del Sole,,,,,theatre,,,,,it:Arena del Sole,POINT (11.34354019165039 44.499691009521484),node,,,,
28,0.0,11.405858,1531568929,1597014824,44.497536,"{""smoking"":""yes""}",2,,,,,,,Giostrà,,,,,nightclub,,,,,,POINT (11.405858039855957 44.497535705566406),node,,,,
29,0.0,11.670315,1557113581,1529784253,44.62063,,2,,,,,,,,,,,,fountain,,,,,,POINT (11.67031478881836 44.620628356933594),node,,,,
30,0.0,11.665275,1557451889,1324496445,44.620663,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.665274620056152 44.620662689208984),node,,,,
31,0.0,11.540688,1586628032,1326358640,44.53495,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.540687561035156 44.534950256347656),node,,,,
32,0.0,11.352048,1618929454,1328451108,44.507442,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.35204792022705 44.507442474365234),node,,,,
33,0.0,11.37258,1621390104,1602426883,44.511303,"{""brand"":""The Space Cinema"",""brand:wikidata"":""Q3989406"",""brand:wikipedia"":""it:The Space Cinema"",""old_name"":""Medusa"",""wheelchair"":""yes"",""wikidata"":""Q36839807""}",5,Bologna,IT,5,40127,Viale Europa,,The Space Cinema,,,,,cinema,,,,,,POINT (11.372579574584961 44.51130294799805),node,,,,
34,0.0,11.346005,1623615533,1374139448,44.50803,"{""wheelchair"":""no""}",2,Bologna,IT,16,40129,Via Giacomo Matteotti,,Testoni Ragazzi,,,,,theatre,,,,,,POINT (11.3460054397583 44.50802993774414),node,,,,
35,0.0,11.590543,1633113619,1543784746,44.399128,"{""wikidata"":""Q35974056""}",2,,,,,,,Cassero,,,,,theatre,,,,,,POINT (11.590542793273926 44.39912796020508),node,,,,
36,0.0,11.34757,1638082277,1548882883,44.530586,"{""studio"":""video""}",2,,,,,,,Italia 7 Gold,,,,,studio,,,,,,POINT (11.347570419311523 44.53058624267578),node,,,,
37,0.0,11.335234,1685235409,1544390607,44.49923,"{""wheelchair"":""limited"",""wheelchair:description"":""Probabilmente c'\u00E8 anche il bagno, ma non ho controllato"",""wikidata"":""Q36839164""}",4,Bologna,IT,57,,Via delle Lame,,Cinema Arlecchino,,,,http://www.arlecchinobologna.it,cinema,,,,,,POINT (11.335233688354492 44.499229431152344),node,,,,
38,0.0,11.3624,1704194407,1582968672,44.515476,"{""addr:district"":""San Donato""}",3,Bologna,IT,9,40128,Via Alfieri Maserati,,NUMA club,,,+39 051 363591,http://www.numaclub.com/,nightclub,,,Comune di Bologna,,,POINT (11.36240005493164 44.51547622680664),node,,,,
39,0.0,11.387561,1704242540,1489097506,44.49936,"{""addr:district"":""San Vitale""}",3,Bologna,IT,12,40138,Via del Carpentiere,,Villa Pini,,,,,community_centre,,,Comune di Bologna,,,POINT (11.387560844421387 44.499359130859375),node,,,,
40,0.0,11.387854,1704247473,1489097446,44.499462,"{""addr:district"":""San Vitale""}",3,Bologna,IT,14,40138,Via del Carpentiere,,Ca' Larga,,,,,community_centre,,,Comune di Bologna,,,POINT (11.387853622436523 44.49946212768555),node,,,,
41,0.0,11.641582,1707383399,1333903808,44.477,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.641581535339355 44.47700119018555),node,,,,
42,0.0,11.640868,1715942776,1334397447,44.47536,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.640868186950684 44.47536087036133),node,,,,
43,0.0,11.33451,1735448480,1544391902,44.502464,"{""wheelchair"":""yes"",""wikidata"":""Q36839449""}",3,,,,,,,Cinema Lumière,,,,,cinema,,,,,,POINT (11.33450984954834 44.502464294433594),node,,,,
44,0.0,11.275871,1949541789,1349545182,44.4995,,1,,,,,,,Discoteca Matis,,,,,nightclub,,,,,,POINT (11.275871276855469 44.4995002746582),node,,,,
45,0.0,11.097404,1955081040,1349797804,44.323616,,1,,,,,,,Chiesa,,,,,fountain,,,,,,POINT (11.097403526306152 44.32361602783203),node,,,,
46,0.0,11.350599,2084530113,1489163094,44.496426,"{""wheelchair"":""limited"",""wikidata"":""Q2306368""}",6,Bologna,,1,40126,Largo Respighi,,Teatro Comunale,,,,http://www.tcbo.it,theatre,,,survey,,it:Teatro Comunale (Bologna),POINT (11.35059928894043 44.49642562866211),node,,,,
47,0.0,11.412009,2101737160,1357662618,44.449368,,1,,,,,,,Centro Culturale Annalena Tonelli,,,,,theatre,,,,,,POINT (11.412009239196777 44.44936752319336),node,,,,
48,0.0,11.133571,2137062946,1359711529,44.66393,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.133570671081543 44.6639289855957),node,,,,
49,0.0,11.700453,2181326211,1363815202,44.35488,,2,,,,,,,CineCircolo Cappuccini,,,,,cinema,,,,,,POINT (11.70045280456543 44.354881286621094),node,,,,
50,0.0,11.733709,2199974658,1363198174,44.375175,,1,,,,,,,Fontana,,,,,fountain,,,,,,POINT (11.733709335327148 44.37517547607422),node,,,,
51,0.0,10.891089,2357836415,1467135052,44.137897,,2,,,,,,,,,,,,fountain,,,,,,POINT (10.89108943939209 44.13789749145508),node,,,,
52,0.0,11.639492,2372455161,1372879782,44.38362,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.63949203491211 44.38362121582031),node,,,,
53,0.0,11.716241,2587302453,1387490859,44.33935,,1,,,,,,,La Vie en Rose,,,,,nightclub,,,,,,POINT (11.716240882873535 44.339351654052734),node,,,,
54,0.0,11.589728,2617436398,1389366210,44.395447,,1,,,,,,,Fontana Luminosa,,,,,fountain,,,,,,POINT (11.589728355407715 44.39544677734375),node,,,,
55,0.0,11.059275,2657354034,1391682701,44.32983,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.059274673461914 44.329830169677734),node,,,,
56,0.0,11.27178,2661914449,1391898992,44.564976,,1,,,,,,,Teatro Spazio Reno,,,,,theatre,,,,,,POINT (11.271780014038086 44.56497573852539),node,,,,
57,0.0,11.3646755,2907379313,1461009900,44.57528,,3,,,,,,,,,,,,fountain,,,,,,POINT (11.364675521850586 44.575279235839844),node,,,,
58,0.0,11.408513,2962672891,1405348419,44.47044,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.408513069152832 44.47043991088867),node,,,,
59,0.0,11.132509,2983849442,1406500527,44.249367,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.132509231567383 44.249366760253906),node,,,,
60,0.0,11.082946,2983912961,1406501850,44.127647,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.082945823669434 44.127647399902344),node,,,,
61,0.0,11.330077,3181344018,1544391903,44.502403,"{""wikidata"":""Q36839742""}",2,Bologna,,,,Via Lodovico Berti,,Nuovo Nosadella,,,,,cinema,,,,,,POINT (11.330077171325684 44.502403259277344),node,,,,
62,0.0,11.336745,3181344021,1544391897,44.49888,"{""wheelchair"":""yes"",""wikidata"":""Q1092493""}",3,Bologna,,,,Via Riva di Reno,,Cineteca di Bologna,,,,,cinema,,,,,,POINT (11.336745262145996 44.498878479003906),node,,,,
63,0.0,11.337044,3181441641,1544391901,44.49703,"{""wikidata"":""Q36839420""}",3,,,,,,,Jolly,,,,,cinema,,,,,,POINT (11.337043762207031 44.49702835083008),node,,,,
64,0.0,11.325517,3181504341,1544391900,44.489437,"{""wheelchair"":""yes"",""wikidata"":""Q36839252""}",3,Bologna,,,,Via Bellinzona,,Bellinzona,,,,,cinema,,,,,,POINT (11.325516700744629 44.489437103271484),node,,,,
65,0.0,11.33113,3181507492,1544390607,44.490784,"{""wikidata"":""Q36839194""}",2,Bologna,,,,Via Frassinago,,Chaplin,,,,,cinema,,,,,,POINT (11.331130027770996 44.49078369140625),node,,,,
66,0.0,11.358277,3182766145,1544391902,44.499706,"{""wikidata"":""Q36839497""}",2,,,,,,,Perla,,,,,cinema,,,,,,POINT (11.358277320861816 44.49970626831055),node,,,,
67,0.0,11.588269,3189847373,1416136563,44.277477,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.588269233703613 44.2774772644043),node,,,,
68,0.0,11.365925,3190973936,1489163098,44.496807,"{""wikidata"":""Q3981959""}",3,,,,,,,Teatro Dehon,,,,,theatre,,,,,it:Teatro Dehon,POINT (11.365924835205078 44.49680709838867),node,,,,
69,0.0,11.344572,3241249259,1502971417,44.502945,,3,Bologna,,1,40121,Via Milazzo,,Capitol,Mo-Su 15:00-23:00,,,,cinema,,,,,,POINT (11.344572067260742 44.50294494628906),node,,,,
70,0.0,11.711672,3357372399,1424249443,44.352386,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.711671829223633 44.352386474609375),node,,,,
71,0.0,11.711299,3364028317,1424544730,44.352123,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.711298942565918 44.35212326049805),node,,,,
72,0.0,11.335454,3368077939,1570165575,44.49252,"{""contact:email"":""porticodelleparole@gmail.com"",""note"":""Portico delle Parole \u00E8 una associazione che organizza: 1) i corsi di italiano per stranieri  2) i corsi di russo  Fa tante attivit\u00E0 culturale, cene, le serate del film per favorire la pratica delle lingua e trovare nuovi amici!""}",2,Bologna,,15/a,40123,Via Nosadella,,Associazione Portico delle Parole,Mo-Fr 08:30-21:30,,+39 3276617027,http://porticodelleparole.it/,community_centre,,,https://www.facebook.com/porticodelleparole/info?tab=page_info,,,POINT (11.335453987121582 44.49251937866211),node,,,,
73,0.0,11.628929,3424845278,1427642223,44.359306,,1,,,,,,,Teatro comunale Dozza,,,,,theatre,,,Bing,,,POINT (11.628929138183594 44.35930633544922),node,,,,
74,0.0,11.706161,3454567205,1539860363,44.35532,,2,Imola,,3,40026,Viale Caterina Sforza,info@tiltonline.org,Teatro Lolli,,TILT,+39 340 5790974,http://www.tiltonline.org/teatrololli,theatre,,,Bing,,,POINT (11.706160545349121 44.35531997680664),node,,,,
75,0.0,11.415973,3476594750,1429975865,44.63359,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.415972709655762 44.63359069824219),node,,,,
76,0.0,11.376791,3476727765,1461461542,44.64539,"{""community_centre"":""community_hall""}",2,,,,,,,Sala Trenti,,,,,community_centre,,,,,,POINT (11.376791000366211 44.645389556884766),node,,,,
77,0.0,11.348861,3476788095,1429980764,44.642315,,1,,,,,,,,,,,,theatre,,,,,,POINT (11.348860740661621 44.64231491088867),node,,,,
78,0.0,11.196524,3506459230,1431155099,44.64899,,2,,,,,,,Circolo ARCI Akkatà,,,,,community_centre,,,,,,POINT (11.196523666381836 44.648990631103516),node,,,,
79,0.0,11.3861,3523948163,1431883539,44.33195,,1,,,,,,,Fontana Cà di Pippo,,,,,fountain,,,,,,POINT (11.386099815368652 44.33195114135742),node,,,,
80,0.0,11.348066,3606779798,1513453555,44.494328,,3,Bologna,,6a,40125,Via Castel Tialto,,Soda Pops,,,,,nightclub,,,,,,POINT (11.348066329956055 44.494327545166016),node,,,,
81,0.0,11.362231,3614811901,1608426463,44.501984,"{""changing_table"":""yes"",""payment:coins"":""yes"",""shop"":""yes"",""theatre:genre"":""philharmonic"",""toilets"":""yes"",""toilets:access"":""customers"",""toilets:wheelchair"":""designated"",""wheelchair"":""yes""}",5,Bologna,,3,40127,Via Giuseppe Tartini,,Mercato Sonato,,Orchestra Senzaspine,,,theatre,,,,,,POINT (11.362231254577637 44.501983642578125),node,,,,
82,0.0,11.333775,3645563600,1436601390,44.49561,,1,Bologna,,23,40122,Via del Pratello,,Bloom Culture Teatri,,,,,cinema,,,,,,POINT (11.33377456665039 44.495609283447266),node,,,,
83,0.0,11.677869,3663794595,1437687922,44.379074,"{""club"":""music""}",2,Piratello,,21,40026,Via Piratello,,Rifugio del Piratello Club,,,,,nightclub,,,,,,POINT (11.677868843078613 44.37907409667969),node,,,,
84,0.0,11.359594,3790565603,1575923194,44.515198,"{""old_name"":""Senza Filtro""}",2,,,,,,,EX OZ Bologna,,,,http://www.ozbologna.org/,community_centre,,,,,,POINT (11.359594345092773 44.51519775390625),node,,,,
85,0.0,11.3679495,3817706458,1544391902,44.455593,"{""wikidata"":""Q36839522""}",2,Bologna,,125,40141,Via Toscana,,Smeraldo,,,,,cinema,,,,,,POINT (11.367949485778809 44.45559310913086),node,,,,
86,0.0,11.589468,3867236440,1448809008,44.27716,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.589468002319336 44.27716064453125),node,,,,
87,0.0,11.272379,3905264668,1450811216,44.444267,,1,,,,,,,Centro Sociale Borgonuovo,,ANCESCAO,,,community_centre,,,,,,POINT (11.272378921508789 44.44426727294922),node,,,,
88,0.0,11.594526,3907804930,1609367573,44.27771,,2,Borgo Tossignano,,1,40021,Via Padre Luigi Zoffoli,,Teatro Sala Polivalente,,,,,theatre,,,,,,POINT (11.594526290893555 44.2777099609375),node,,,,
89,0.0,11.186208,3909471987,1451064069,44.642555,,1,,,,,,,Cinema Giada,,,,,cinema,,,,,,POINT (11.18620777130127 44.642555236816406),node,,,,
90,0.0,11.354261,3939514123,1570165575,44.506096,"{""club"":""culture"",""community_centre"":""club_home""}",3,,,,,,,DLF - Gruppo Fermodellistico Bolognese,Tu 21:00-23:30,,,,community_centre,,,,,,POINT (11.35426139831543 44.50609588623047),node,,,,
91,0.0,11.370394,3996506066,1454978055,44.470016,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.370393753051758 44.47001647949219),node,,,,
92,0.0,11.370584,3996506067,1454978055,44.46976,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.370583534240723 44.46976089477539),node,,,,
93,0.0,11.270864,4020230043,1456165996,44.43791,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.27086353302002 44.43790817260742),node,,,,
94,0.0,11.417852,4031539680,1605547389,44.63483,,2,,,,,,,,,,,,fountain,,,,,,POINT (11.417852401733398 44.634830474853516),node,,,,
95,0.0,11.589184,4215814903,1464629320,44.385666,,2,,,,,,,Fontana,,,,,fountain,,,GPS,,,POINT (11.589183807373047 44.38566589355469),node,,,,
96,0.0,11.588573,4215817941,1464629320,44.38595,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.588573455810547 44.385948181152344),node,,,,
97,0.0,11.359396,4280446568,1467559676,44.486355,,1,,,,,,,Antoniano,,,,,cinema,,,,,,POINT (11.359395980834961 44.48635482788086),node,,,,
98,0.0,11.083334,4372806477,1472426310,44.504635,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.083333969116211 44.504634857177734),node,,,,
99,0.0,11.349109,4394789693,1544391903,44.48845,"{""name:it"":""Rialto Studio"",""wikidata"":""Q36839763""}",4,,,19E,40126,Via Rialto,,Rialto Studio,,,+39 051 227926,https://circuitocinemabologna.it,cinema,,,,,,POINT (11.349108695983887 44.48844909667969),node,,,,
100,0.0,11.300574,4396889955,1473640803,44.48107,,1,,,,,,,BBC,,,,,nightclub,,,,,,POINT (11.30057430267334 44.48107147216797),node,,,,
101,0.0,11.3467865,4434149062,1544391901,44.50775,"{""wikidata"":""Q36839395""}",2,Bologna,,,,Via Giacomo Matteotti,,Cinema Galliera,,,,,cinema,,,,,,POINT (11.346786499023438 44.50775146484375),node,,,,
102,0.0,11.617866,4449432620,1476549329,44.358368,,1,,,,,,,Fontana,,,,,fountain,,,,,,POINT (11.617865562438965 44.358367919921875),node,,,,
103,0.0,11.414488,4460266004,1477223552,44.476208,"{""name:it"":""Bimbo Park""}",1,,,,,,,Bimbo Park,,,+39 051 546425,http://www.bimbopark.it,community_centre,,,,,,POINT (11.414487838745117 44.4762077331543),node,,,,
104,0.0,11.327315,4523646090,1480182313,44.52289,"{""name:it"":""Polisportiva Lame""}",1,,,,,,,Polisportiva Lame,,,,,community_centre,,,,,,POINT (11.327315330505371 44.52288818359375),node,,,,
105,0.0,11.204205,4524335499,1493125013,44.340584,"{""name:it"":""PD""}",4,,,6,40043,,,PD,,,,,community_centre,,,,,,POINT (11.204204559326172 44.34058380126953),node,,,,
106,0.0,11.813398,4530753672,1627068698,44.396534,"{""abandoned:amenity"":""doctors""}",2,,,22,,Via Roma,,Centro giovani Flood,,,,,social_centre,,,survey;https://www.ilnuovodiario.com/2021/05/30/mordano-negli-ex-ambulatori-nasce-un-centro-per-i-giovani/,,,POINT (11.813398361206055 44.39653396606445),node,,,,
107,0.0,11.341384,4535525114,1480764283,44.48138,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.341383934020996 44.481380462646484),node,,,,
108,0.0,11.270218,4536054189,1480784969,44.482834,,2,,,,,,,,,,,,fountain,,,,,,POINT (11.270217895507812 44.48283386230469),node,,,,
109,0.0,11.431028,4589402109,1483551598,44.499645,"{""name:it"":""Balloon Park""}",1,,,326/2,40055,Via Bruno Tosarelli,,Balloon Park,,,+39 334 7804277,http://www.balloonpark.it/,community_centre,,,,,,POINT (11.431028366088867 44.4996452331543),node,,,,
110,0.0,11.244158,4683857098,1487009670,44.39413,"{""name:it"":""PD Circolo Angelo Vassallo""}",1,,,,,,,PD Circolo Angelo Vassallo,,,,,community_centre,,,,,,POINT (11.244157791137695 44.39413070678711),node,,,,
111,0.0,11.331259,4696839253,1544391900,44.49615,"{""wikidata"":""Q36839309""}",2,Bologna,,,,Via Pietralata,,Europa,,,,,cinema,,,,,,POINT (11.331258773803711 44.496150970458984),node,,,,
112,0.0,11.348376,4708352692,1488202529,44.4977,"{""name:it"":""Teatro delle Moline""}",1,,,,,,,Teatro delle Moline,,,,,theatre,,,,,,POINT (11.348376274108887 44.49769973754883),node,,,,
113,0.0,11.686802,4762159188,1505842030,44.359898,,2,Imola,,1E,40026,Via Bel Poggio,ortibelpoggio@libero.it,Centro sociale Orti,,,+39 0542 627083,http://www.comune.imola.bo.it/imoladove/centro-sociale-orti-di-via-bel-poggio,community_centre,,,,,,POINT (11.68680191040039 44.35989761352539),node,,,,
114,0.0,11.737158,4762164617,1516275306,44.418797,,2,Imola,,142,,Via Correcchio,,Centro Sociale Sasso Morelli,,,,,community_centre,,,,,,POINT (11.737157821655273 44.41879653930664),node,,,,
115,0.0,11.694761,4762181985,1535016295,44.366352,"{""fax"":""+39 0542626666""}",3,Imola,,1,40026,Via Luigi Tinti,info@centrosocialezolino.it,Centro Sociale Zolino,,,+39 0542626666,http://www.centrosocialezolino.it,community_centre,,,,,,POINT (11.694761276245117 44.36635208129883),node,,,,
116,0.0,11.667468,4762417634,1641133985,44.341927,"{""facebook"":""https://www.facebook.com/pages/Villa-Torano-Via-Poggiolo-4-Imola/111049665897071"",""wikidata"":""Q106073386""}",3,Imola,,4,40026,Via Poggiolo,,Villa Torano,,,,,conference_centre,,,,,,POINT (11.667468070983887 44.34192657470703),node,,,,
117,0.0,11.71824,4762418952,1508271908,44.354443,,3,Imola,,66,40026,Via Selice,,Sala di San Giovanni,,,,,theatre,,,,,,POINT (11.718239784240723 44.35444259643555),node,,,,
118,0.0,11.21445,4762846077,1566036879,44.170193,,3,San Benedetto Val di Sambro,,11,,Via Toscana,,Ex Cinema,,,,,events_venue,,,,,,POINT (11.214449882507324 44.17019271850586),node,,,,
119,0.0,11.812734,4778262667,1643445816,44.39683,,2,Mordano,,22,,Via Sant'Eustacchio,,,,,,,theatre,,,,,,POINT (11.81273365020752 44.39683151245117),node,,,,
120,0.0,11.508467,4781387313,1624475029,44.401463,,2,Castel San Pietro Terme,,611,,Via Ca' Masino,,Centro Congressi,,,,,conference_centre,,,,,,POINT (11.508466720581055 44.40146255493164),node,,,,
121,0.0,11.445962,4782387076,1501414994,44.441906,,3,San Lazzaro di Savena,,24,,Via Idice,,Ca' dei Mandorli,,,,,nightclub,,,,,,POINT (11.445961952209473 44.4419059753418),node,,,,
122,0.0,11.448113,4782401412,1629888549,44.55463,,2,Granarolo dell'Emilia,,3,,Via San Donato,,TAG - teatro granarolo,,,,http://www.teatroagranarolo.it/,theatre,,,,,,POINT (11.448113441467285 44.554630279541016),node,,,,
123,0.0,11.330081,4793747375,1579960032,44.495407,"{""description"":""Sala Studio di Teatri di Vita: corsi teatrali, laboratori, mostre d'arte, spettacoli."",""wheelchair"":""yes""}",2,Bologna,,90a,40122,Via del Pratello,urp@teatridivita.it,Sala Studio,,Teatri di Vita,,http://www.teatridivita.it,theatre,,,,,,POINT (11.33008098602295 44.49540710449219),node,,,,
124,0.0,11.686091,4807676028,1492784614,44.36249,"{""name:it"":""Battistina""}",1,,,3 g,40026,Via Bel Poggio,,Battistina,,,,,community_centre,,,,,,POINT (11.686091423034668 44.362491607666016),node,,,,
125,0.0,11.32937,4810013826,1521917270,44.514046,"{""name:it"":""Eureka""}",4,,,26,,Marco Polo,,Eureka,,,,,community_centre,,,,,,POINT (11.32936954498291 44.51404571533203),node,,,,
126,0.0,11.357022,4824905327,1494159335,44.567837,"{""name:en"":""Kids""}",4,,,,40013,Via Pio La Torre,,,Mo-Sa 09:00-20:00; Su 10:00-20:00,,,,community_centre,,,,,,POINT (11.357022285461426 44.56783676147461),node,,,,
127,0.0,11.2066345,4825515122,1493487989,44.34206,"{""name:it"":""Teatro Comunale""}",2,,,,,,,Teatro Comunale,,,,,theatre,,,,,,POINT (11.206634521484375 44.34206008911133),node,,,,
128,0.0,11.40741,4852084139,1494696258,44.46999,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.40740966796875 44.46998977661133),node,,,,
129,0.0,11.117152,5039499421,1502900947,44.192978,"{""name:en"":""Fontana delle Cedde"",""name:it"":""Fontana delle Cedde""}",1,,,,,,,Fontana delle Cedde,,,,,fountain,,,,,,POINT (11.117152214050293 44.19297790527344),node,,,,
